Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HC,AC,HR,AR,B365H,B365D,B365A,B365>2.5,B365<2.5,AHh,B365AHH,B365AHA,B365CH,B365CD,B365CA,B365C>2.5,B365C<2.5,AHCh,B365CAHH,B365CAHA
SP1,25/6/2020,Eibar,Valencia,1,0,H,1,0,H,14,7,5,0,10,8,0,1,2.7,3.4,2.55,2,1.8,0,2.01,1.89,3,3.25,2.45,2.2,1.66,0,2.1,1.8
SP1,25/6/2020,Betis,Espanol,1,0,H,0,0,D,13,9,6,2,6,5,0,0,2.15,3.3,3.4,2,1.8,-0.25,1.91,1.99,1.85,3.6,4.2,2.1,1.72,-0.5,1.9,2
SP2,25/6/2020,Almeria,Alcorcon,0,1,A,0,1,A,12,11,5,3,9,2,0,0,1.8,3.3,4.75,2.25,1.61,-0.5,1.85,2,2.1,3.2,3.6,2.35,1.57,-0.25,1.83,2.02
SP2,25/6/2020,Vallecano,Sp Gijon,1,1,D,0,1,A,15,6,6,1,5,1,0,0,2,2.9,4.5,2.4,1.53,-0.25,1.7,2.1,2.05,3,4,2.5,1.5,-0.25,1.8,2.05
SP2,25/6/2020,Oviedo,Fuenlabrada,0,0,D,0,0,D,9,7,1,0,2,2,0,0,2.25,2.8,3.75,2.6,1.47,-0.25,1.95,1.9,2.3,2.8,3.6,3.4,1.33,-0.25,1.95,1.9
P1,25/6/2020,Sp Braga,Guimaraes,3,2,H,2,2,D,14,15,3,4,0,10,0,0,1.95,3.6,3.6,1.85,1.95,-0.25,1.77,2.02,2,3.5,3.6,1.9,1.95,-0.5,2.04,1.86
E1,26/6/2020,Brentford,West Brom,1,0,H,1,0,H,9,12,2,2,3,2,0,0,2.5,3.3,2.9,2.1,1.72,0,1.82,2.08,2.4,3.3,3,2.2,1.66,0,1.75,2.05
SP1,26/6/2020,Sevilla,Valladolid,1,1,D,0,1,A,15,11,3,5,5,1,0,0,1.4,4.4,9,2.3,1.61,-1.25,2.07,1.72,1.33,4.75,10,2.2,1.66,-1.25,2,1.93
I1,26/6/2020,Juventus,Lecce,4,0,H,0,0,D,23,7,12,2,12,4,0,1,1.12,9,19,1.36,3.2,-2.25,2.06,1.87,1.12,9,19,1.36,3.2,-2.25,1.88,2.05
I2,26/6/2020,Trapani,Pordenone,3,0,H,1,0,H,16,10,6,1,4,3,0,0,2.37,3.1,3.1,2.05,1.75,0,1.77,2.1,2.4,3.1,3,2.15,1.66,-0.25,2.1,1.77
I2,26/6/2020,Chievo,Spezia,1,3,A,0,0,D,10,15,2,6,6,5,0,0,2.45,3,3.2,2.4,1.53,-0.25,2.1,1.77,2.45,3,3.2,2.4,1.53,0,1.8,2.05
I2,26/6/2020,Cremonese,Cosenza,0,2,A,0,1,A,20,13,2,5,6,5,0,1,2.1,3.1,3.8,2.2,1.65,-0.25,1.85,2,1.85,3.2,4.75,2.2,1.65,-0.5,1.9,1.95
I2,26/6/2020,Empoli,Benevento,0,0,D,0,0,D,11,13,4,4,7,1,0,0,2.9,3.25,2.4,1.95,1.85,0,2.1,1.77,3,3.2,2.37,2,1.8,0,2.13,1.75
I2,26/6/2020,Frosinone,Cittadella,0,2,A,0,1,A,21,10,9,3,9,5,0,0,2.15,3,3.75,2.5,1.5,-0.25,1.88,1.98,2.2,3,3.6,2.5,1.5,-0.25,2.02,1.83
I2,26/6/2020,Juve Stabia,Livorno,2,3,A,1,0,H,19,11,3,3,5,4,2,1,2.15,3.3,3.4,2,1.8,-0.25,1.93,1.93,2.15,3.3,3.4,1.95,1.85,-0.25,1.93,1.93
I2,26/6/2020,Perugia,Crotone,0,0,D,0,0,D,7,16,5,5,3,12,1,0,2.8,3.25,2.5,2,1.8,0,2.02,1.83,3,3.25,2.37,2.05,1.75,0,2.02,1.83
I2,26/6/2020,Pisa,Pescara,2,1,H,1,0,H,13,8,4,3,8,3,0,1,2.3,3.2,3.1,2,1.8,-0.25,2.05,1.8,2.4,3.2,3,1.95,1.85,-0.25,2.13,1.75
I2,26/6/2020,Venezia,Ascoli,2,1,H,1,1,D,14,16,3,6,7,4,0,0,2.1,3.25,3.5,2,1.8,-0.25,1.88,1.98,2.1,3.25,3.5,2,1.8,-0.25,1.88,1.98
I2,26/6/2020,Virtus Entella,Salernitana,1,0,H,0,0,D,9,7,5,2,5,4,0,0,2.15,3.1,3.6,2.07,1.72,-0.25,1.95,1.9,2.37,3.1,3.1,2.1,1.7,-0.25,2.1,1.77
P1,26/6/2020,Belenenses,Sp Lisbon,1,3,A,1,3,A,11,10,3,7,8,7,0,0,5.5,3.75,1.61,2.15,1.66,0.75,2.03,1.87,5.5,3.75,1.61,2.15,1.66,0.75,1.93,1.97
T1,26/6/2020,Besiktas,Konyaspor,3,0,H,2,0,H,15,4,4,2,3,5,0,1,1.66,4,4.75,1.8,2,-0.75,1.93,1.93,1.7,3.9,4.5,1.7,2.1,-0.75,1.98,1.88
E0,27/6/2020,Aston Villa,Wolves,0,1,A,0,0,D,11,9,1,2,2,2,0,0,4.6,3.7,1.75,2.1,1.72,0.75,1.86,2.04,4.5,3.5,1.85,2.5,1.53,0.5,1.97,1.93
E1,27/6/2020,Charlton,QPR,1,0,H,1,0,H,12,6,5,1,10,1,0,0,3.3,3.4,2.2,1.9,1.95,0.25,2,1.9,3.25,3.3,2.25,1.95,1.9,0.25,1.84,2.06
E1,27/6/2020,Preston,Cardiff,1,3,A,0,0,D,14,13,3,6,3,5,0,0,2.37,3.25,3.1,2.2,1.66,-0.25,2.08,1.82,2.5,3,3.1,2.3,1.61,-0.25,2.08,1.82
E1,27/6/2020,Swansea,Luton,0,1,A,0,0,D,10,7,3,2,6,2,1,0,1.66,4,5,1.8,2,-0.75,1.95,1.95,1.7,3.8,5,1.95,1.9,-0.75,1.97,1.93
E1,27/6/2020,Barnsley,Millwall,0,0,D,0,0,D,9,9,5,1,4,8,0,0,2.62,3.25,2.75,2.2,1.66,0,1.93,1.97,2.62,3.25,2.75,2.2,1.66,0,1.95,1.95
E1,27/6/2020,Derby,Reading,2,1,H,2,0,H,13,12,6,4,4,8,1,1,2.1,3.4,3.6,2,1.8,-0.25,1.84,2.06,2.05,3.3,3.8,2,1.8,-0.25,1.81,2.09
E1,27/6/2020,Birmingham,Hull,3,3,D,0,2,A,14,12,4,3,4,5,0,0,1.75,3.75,4.75,1.8,2,-0.75,2.04,1.86,1.8,3.6,4.5,1.9,1.9,-0.5,1.99,1.91
E1,27/6/2020,Leeds,Fulham,3,0,H,1,0,H,10,12,5,5,4,4,0,1,1.7,3.9,4.75,1.9,1.9,-0.75,1.99,1.91,1.7,3.8,5,2,1.8,-0.75,1.86,2.04
E1,27/6/2020,Stoke,Middlesbrough,0,2,A,0,1,A,22,8,6,3,7,7,0,0,2.2,3.2,3.5,2.5,1.53,-0.25,1.9,2,2.2,3.2,3.5,2.5,1.53,-0.25,2.04,1.86
E1,27/6/2020,Wigan,Blackburn,2,0,H,0,0,D,13,12,3,3,3,6,0,0,2.62,3.25,2.75,2.3,1.61,0,1.87,2.03,2.6,2.9,3.1,2.37,1.57,0,1.78,2.13
D1,27/6/2020,Augsburg,RB Leipzig,1,2,A,0,1,A,5,14,1,5,2,8,0,0,7,5.75,1.36,1.36,3.2,1.5,1.87,2.06,6,5.75,1.4,1.3,3.5,1.25,2.02,1.91
D1,27/6/2020,Dortmund,Hoffenheim,0,4,A,0,2,A,7,15,4,7,2,5,0,0,1.7,4.5,4.1,1.33,3.4,-0.75,1.92,2.01,1.83,4.33,3.75,1.3,3.5,-0.5,1.92,2.01
D1,27/6/2020,Ein Frankfurt,Paderborn,3,2,H,2,0,H,12,16,4,5,6,2,0,0,1.3,5.75,9,1.28,3.75,-1.5,1.77,2.02,1.25,6.5,10,1.25,4,-1.75,1.72,2.07
D1,27/6/2020,Freiburg,Schalke 04,4,0,H,2,0,H,15,21,8,5,1,5,0,0,1.8,4,4.2,1.57,2.37,-0.75,2.04,1.89,2,3.8,3.3,1.66,2.2,-0.25,1.88,2.05
D1,27/6/2020,Leverkusen,Mainz,1,0,H,1,0,H,13,6,2,1,11,4,0,0,1.25,6.5,10,1.3,3.5,-1.75,1.91,2.02,1.36,5.75,7,1.3,3.5,-1.5,2.05,1.88
D1,27/6/2020,M'gladbach,Hertha,2,1,H,1,0,H,22,4,8,2,3,3,0,0,1.33,5.75,8,1.36,3.2,-1.5,1.96,1.97,1.4,5.25,6.5,1.5,2.62,-1.25,1.97,1.96
D1,27/6/2020,Union Berlin,Fortuna Dusseldorf,3,0,H,1,0,H,11,25,7,4,6,10,0,0,4,3.6,1.9,1.72,2.1,0.5,1.94,1.99,3.9,3.4,2,2,1.8,0.5,1.75,2.05
D1,27/6/2020,Werder Bremen,FC Koln,6,1,H,3,0,H,18,6,9,2,7,5,0,0,1.57,4.2,5.25,1.4,3,-1,2.01,1.92,1.53,4.5,5.25,1.36,3.2,-1,1.9,2.03
D1,27/6/2020,Wolfsburg,Bayern Munich,0,4,A,0,2,A,11,17,4,11,3,6,1,0,4.33,4.33,1.7,1.33,3.4,0.75,2.05,1.88,4.75,4.75,1.57,1.28,3.75,1,1.99,1.94
SP1,27/6/2020,Ath Bilbao,Mallorca,3,1,H,2,0,H,12,14,6,2,1,8,0,0,1.5,4,7.5,2.2,1.66,-1,1.9,2.03,1.8,3.3,5,2.5,1.53,-0.75,2.07,1.86
SP1,27/6/2020,Celta,Barcelona,2,2,D,0,1,A,10,18,6,2,3,8,0,0,5.25,4.2,1.61,1.8,2,0.75,2.08,1.85,8.5,5,1.36,1.72,2.1,1.25,2.02,1.77
SP1,27/6/2020,Osasuna,Leganes,2,1,H,1,0,H,6,21,5,7,2,4,0,0,2.25,3,3.6,2.62,1.5,-0.25,2.03,1.9,2.75,2.9,2.9,3,1.4,0,1.84,2.09
SP1,27/6/2020,Ath Madrid,Alaves,2,1,H,0,0,D,14,6,4,2,3,1,0,0,1.33,4.75,11,2.2,1.66,-1.25,1.91,2.02,1.22,6,15,2.2,1.66,-1.5,1.89,2.04
SP2,27/6/2020,La Coruna,Ponferradina,2,1,H,0,0,D,9,10,2,5,6,5,0,0,2.25,3,3.5,2.6,1.47,-0.25,1.98,1.88,2.5,2.9,3.1,2.7,1.44,0,1.75,2.13
SP2,27/6/2020,Cadiz,Tenerife,0,2,A,0,1,A,13,4,3,3,9,8,1,0,2,3,4.2,2.7,1.44,-0.5,2.05,1.75,2.62,2.87,3,2.7,1.44,0,1.77,2.1
SP2,27/6/2020,Las Palmas,Elche,1,1,D,1,1,D,17,6,8,2,6,2,0,0,2.45,2.9,3.2,2.4,1.53,0,1.77,2.1,2.2,2.9,3.75,2.6,1.47,-0.25,1.93,1.93
SP2,27/6/2020,Santander,Albacete,1,2,A,1,0,H,5,10,2,7,3,8,1,0,2.6,3,2.9,2.6,1.47,0,1.83,2.02,3.5,2.87,2.37,2.7,1.44,0.25,1.83,2.02
I1,27/6/2020,Brescia,Genoa,2,2,D,2,1,H,6,11,4,8,1,8,0,0,3,3.4,2.37,1.9,2,0.25,1.85,2.08,3.6,3.5,2.05,2,1.8,0.25,2.03,1.9
I1,27/6/2020,Cagliari,Torino,4,2,H,2,0,H,9,11,5,6,3,5,0,0,2.3,3.3,3.1,2,1.8,-0.25,2.07,1.86,2.4,3.25,3,2.3,1.61,-0.25,2.16,1.78
I1,27/6/2020,Lazio,Fiorentina,2,1,H,0,1,A,12,9,4,5,7,1,0,1,1.61,4,5.5,1.66,2.2,-1,2.02,1.77,1.75,3.75,4.6,1.72,2.1,-0.75,2.07,1.86
T1,27/6/2020,Fenerbahce,Yeni Malatyaspor,3,2,H,0,0,D,18,8,4,4,6,3,0,1,1.53,4,6,1.57,2.35,-1,1.97,1.82,1.53,4.33,5.5,1.53,2.4,-1,1.9,1.95
T1,27/6/2020,Goztep,Alanyaspor,3,3,D,1,2,A,7,14,3,6,3,4,0,0,3,3.2,2.37,2,1.8,0.25,1.8,2.05,3.2,3.2,2.3,2,1.8,0.25,1.88,1.98
T1,27/6/2020,Trabzonspor,Ankaragucu,1,1,D,1,0,H,8,9,2,4,2,4,0,1,1.33,5.5,7.5,1.47,2.6,-1.5,1.98,1.88,1.33,5.25,8,1.44,2.7,-1.5,2.02,1.83
G1,27/6/2020,Panionios,Xanthi,2,1,H,1,0,H,6,15,3,8,4,6,0,0,2.37,3.2,3,2.35,1.57,-0.25,2.1,1.77,2.5,3.2,3.1,2.7,1.44,0,1.75,2.13
G1,27/6/2020,OFI Crete,Panathinaikos,0,0,D,0,0,D,11,5,2,2,2,1,0,0,2.45,3.25,2.87,2.02,1.83,0,1.77,2.1,2.1,3.3,3.5,2.05,1.75,-0.25,1.83,2.02
E0,28/6/2020,Watford,Southampton,1,3,A,0,1,A,8,11,0,7,5,3,0,0,2.5,3.3,2.87,2,1.8,0,1.8,2.1,2.4,3.25,3.1,2.2,1.66,-0.25,2.04,1.86
E1,28/6/2020,Bristol City,Sheffield Weds,1,2,A,0,1,A,7,12,3,4,3,9,0,0,2.62,3.3,2.7,2.02,1.83,0,1.97,1.93,2.87,3.3,2.5,2.1,1.72,0.25,1.75,2.05
E1,28/6/2020,Nott'm Forest,Huddersfield,3,1,H,1,0,H,14,14,6,4,3,11,0,1,2.2,3.2,3.5,2.3,1.61,-0.25,1.97,1.93,2.15,3.1,3.75,2.3,1.61,-0.25,1.81,2.09
D2,28/6/2020,Bielefeld,Heidenheim,3,0,H,2,0,H,14,6,9,1,4,4,0,0,3.2,3.4,2.2,1.7,2.1,0.25,1.9,1.95,3.2,3.6,2.1,1.57,2.35,0.25,1.93,1.93
D2,28/6/2020,Dresden,Osnabruck,2,2,D,1,0,H,21,15,5,7,9,4,0,0,2.87,3.4,2.37,1.65,2.2,0,2.05,1.8,2.87,3.7,2.25,1.5,2.5,0.25,1.83,2.02
D2,28/6/2020,Greuther Furth,Karlsruhe,1,2,A,1,1,D,9,14,4,6,6,3,0,0,3.6,3.5,1.95,1.7,2.1,0.5,1.83,2.02,3.25,3.75,2.05,1.57,2.35,0.25,1.95,1.9
D2,28/6/2020,Hamburg,Sandhausen,1,5,A,0,2,A,7,8,2,2,6,3,0,0,1.33,5.25,8,1.57,2.35,-1.5,2.02,1.83,1.33,5.5,8,1.5,2.5,-1.5,1.93,1.93
D2,28/6/2020,Hannover,Bochum,2,0,H,1,0,H,11,20,2,5,2,6,0,0,2.05,3.6,3.4,1.5,2.5,-0.25,1.83,2.02,1.95,3.8,3.5,1.36,3.1,-0.5,1.93,1.93
D2,28/6/2020,Holstein Kiel,Nurnberg,1,1,D,0,1,A,13,13,5,1,7,5,0,0,3.3,3.75,2,1.57,2.35,0.25,2.02,1.77,4.2,4,1.75,1.44,2.7,0.75,1.88,1.98
D2,28/6/2020,Regensburg,Erzgebirge Aue,1,2,A,1,1,D,19,16,6,4,3,4,0,0,2,3.6,3.5,1.53,2.4,-0.25,1.83,2.02,2.2,3.5,3.1,1.4,2.87,-0.25,2.02,1.83
D2,28/6/2020,Stuttgart,Darmstadt,1,3,A,1,1,D,11,6,3,4,8,1,0,1,1.57,4,5.5,1.44,2.7,-1,1.98,1.88,1.5,4.2,6.5,1.33,3.4,-1,1.72,2.07
D2,28/6/2020,Wehen,St Pauli,5,3,H,3,2,H,23,12,8,5,5,4,0,0,2.25,3.5,3,1.5,2.5,-0.25,2.02,1.83,2.3,3.5,2.87,1.4,2.87,-0.25,2.1,1.77
SP1,28/6/2020,Levante,Betis,4,2,H,2,0,H,9,17,4,8,2,5,0,0,2.62,3.3,2.62,1.8,2,0,1.96,1.97,2.7,3.4,2.55,1.9,1.9,0,1.98,1.95
SP1,28/6/2020,Villarreal,Valencia,2,0,H,2,0,H,17,4,4,0,1,4,0,0,2.25,3.25,3.2,1.9,1.9,-0.25,1.92,2.01,2.1,3.7,3.3,1.66,2.2,-0.25,1.85,2.08
SP1,28/6/2020,Granada,Eibar,1,2,A,0,1,A,14,13,5,6,8,5,0,0,2.37,3,3.25,2.62,1.5,-0.25,2.07,1.86,2.7,2.9,3,2.75,1.44,0,1.84,2.09
SP1,28/6/2020,Espanol,Real Madrid,0,1,A,0,1,A,8,14,5,6,0,5,0,0,6.5,4.75,1.44,1.61,2.3,1.25,1.95,1.98,8,4.75,1.4,1.66,2.2,1.25,1.88,2.05
SP2,28/6/2020,Mirandes,Almeria,2,2,D,1,2,A,15,10,5,6,6,6,1,0,3,2.87,2.6,2.3,1.6,0,2.05,1.8,3.1,2.9,2.5,2.3,1.6,0.25,1.8,2.05
SP2,28/6/2020,Sp Gijon,Lugo,2,0,H,1,0,H,10,10,6,3,2,6,0,0,1.75,3.25,5.25,2.5,1.5,-0.5,1.88,1.98,2,3,4.33,2.7,1.44,-0.5,2.02,1.83
SP2,28/6/2020,Malaga,Girona,2,0,H,1,0,H,10,5,4,1,2,1,1,1,3,2.87,2.62,2.5,1.5,0,2.02,1.83,3.1,2.87,2.55,2.6,1.47,0.25,1.77,2.1
SP2,28/6/2020,Numancia,Oviedo,1,0,H,1,0,H,11,11,2,3,3,5,0,1,2.3,2.9,3.5,2.5,1.5,-0.25,2.05,1.8,2.62,2.8,3.1,2.7,1.44,0,1.83,2.02
SP2,28/6/2020,Fuenlabrada,Extremadura UD,1,1,D,1,1,D,11,12,4,5,2,1,0,0,2.45,3,3.1,2.6,1.47,0,1.83,2.02,2.3,2.9,3.5,2.7,1.44,-0.25,1.93,1.93
I1,28/6/2020,Milan,Roma,2,0,H,0,0,D,11,3,7,2,5,6,0,0,2.7,3.5,2.5,1.8,2,0,2.01,1.92,2.45,3.4,2.87,1.66,2.2,0,1.8,2.14
I1,28/6/2020,Napoli,Spal,3,1,H,2,1,H,17,5,11,3,4,1,0,0,1.28,6,10,1.66,2.2,-1.5,1.91,2.02,1.28,5.75,11,1.72,2.1,-1.5,1.96,1.97
I1,28/6/2020,Sampdoria,Bologna,1,2,A,0,0,D,13,9,7,4,13,4,0,0,2.3,3.5,3,1.94,1.96,-0.25,2.09,1.84,2.75,3.3,2.6,1.9,1.9,0,2.07,1.86
I1,28/6/2020,Sassuolo,Verona,3,3,D,0,0,D,13,6,9,4,12,2,0,0,2.5,3.25,2.9,1.91,1.99,0,1.86,2.07,2.45,3.3,3,1.9,1.9,-0.25,2.15,1.79
I1,28/6/2020,Udinese,Atalanta,2,3,A,1,1,D,9,13,4,13,0,10,0,0,7,4.5,1.44,1.66,2.2,1.25,1.87,2.06,6,4.33,1.53,1.57,2.37,1,1.98,1.95
I1,28/6/2020,Parma,Inter,1,2,A,1,0,H,9,14,2,6,1,8,1,1,6.5,3.8,1.57,1.9,1.9,1,1.88,2.05,7,4.5,1.45,1.66,2.2,1,2.01,1.92
P1,28/6/2020,Boavista,Santa Clara,1,0,H,1,0,H,12,10,2,4,4,4,0,0,2.5,3,3,2.7,1.44,0,1.83,2.07,2.8,2.87,2.75,2.6,1.47,0,2.03,1.87
T1,28/6/2020,Rizespor,Denizlispor,2,2,D,1,2,A,16,5,7,1,5,1,0,0,1.95,3.4,3.8,2,1.8,-0.5,2.02,1.83,2.15,3.3,3.4,2,1.8,-0.25,1.93,1.93
T1,28/6/2020,Sivasspor,Kayserispor,0,2,A,0,1,A,20,9,5,4,9,4,0,0,1.5,4,5.5,1.65,2.2,-1,2,1.85,1.6,4.1,5,1.6,2.3,-0.75,1.72,2.07
T1,28/6/2020,Buyuksehyr,Galatasaray,1,1,D,0,0,D,11,21,4,6,4,7,1,0,2.1,3.4,3.4,1.9,1.9,-0.25,1.8,2.05,1.83,3.6,4.2,1.72,2.07,-0.5,1.85,2
T1,28/6/2020,Gaziantep,Antalyaspor,1,1,D,0,0,D,20,8,3,1,7,3,0,1,2.4,3.3,2.8,1.72,2.07,0,1.83,2.02,2.15,3.4,3.2,1.65,2.2,-0.25,1.9,1.95
G1,28/6/2020,Aris,PAOK,0,2,A,0,2,A,7,12,5,8,9,4,1,0,3.3,3.3,2.2,2.02,1.83,0.25,1.93,1.93,4,3.3,1.95,2,1.8,0.5,1.9,1.95
G1,28/6/2020,Panetolikos,Asteras Tripolis,1,1,D,1,1,D,12,6,2,5,5,3,0,0,1.65,3.6,5.75,2.3,1.6,-0.75,1.9,1.95,1.55,3.75,6,2.25,1.61,-1,2.1,1.77
G1,28/6/2020,AEK,Olympiakos,1,2,A,0,2,A,4,11,2,5,7,6,0,0,3.75,3.3,2,2.05,1.75,0.25,2.13,1.75,4.75,3.6,1.72,2.05,1.75,0.75,1.8,2
E0,29/6/2020,Crystal Palace,Burnley,0,1,A,0,0,D,17,8,4,4,9,1,0,0,2.25,3.2,3.4,2.5,1.53,-0.25,1.97,1.93,2,3.2,4.2,2.62,1.5,-0.5,2.06,1.87
SP1,29/6/2020,Getafe,Sociedad,2,1,H,1,0,H,11,5,4,1,5,4,0,0,2.5,3,3.1,2.5,1.53,-0.25,2.14,1.8,2.37,3.1,3.3,2.5,1.53,-0.25,2.07,1.86
SP2,29/6/2020,Alcorcon,Vallecano,3,2,H,1,1,D,5,15,3,6,0,8,0,0,3,2.87,2.6,2.4,1.53,0,2.05,1.8,3.25,2.87,2.45,2.5,1.5,0,2.13,1.75
SP2,29/6/2020,Zaragoza,Huesca,0,1,A,0,0,D,8,12,1,4,5,3,0,0,2.25,3,3.5,2.1,1.7,-0.25,1.9,1.95,2.5,3,3,2,1.8,0,1.83,2.02
I2,29/6/2020,Salernitana,Cremonese,3,3,D,0,1,A,14,13,5,9,10,4,1,1,2.4,3.1,3.1,2.15,1.66,0,1.77,2.1,2.55,3.1,2.9,2.25,1.61,0,1.88,1.98
I2,29/6/2020,Ascoli,Crotone,1,1,D,0,0,D,6,18,2,3,3,6,0,0,3.6,3.5,2,1.7,2.1,0.5,1.75,2.05,3.8,3.5,1.9,1.7,2.1,0.5,1.9,1.95
I2,29/6/2020,Benevento,Juve Stabia,1,0,H,0,0,D,10,10,3,3,4,5,1,0,1.45,3.8,8.5,1.8,2,-1,1.83,2.02,1.44,4,8.5,1.72,2.07,-1.25,2.02,1.83
I2,29/6/2020,Chievo,Frosinone,2,0,H,0,0,D,17,8,7,1,6,2,0,0,2.55,2.9,3,2.4,1.53,0,1.77,2.1,2.75,2.9,2.75,2.5,1.5,0,1.93,1.93
I2,29/6/2020,Cittadella,Perugia,2,0,H,1,0,H,11,11,1,4,5,5,0,0,2.05,3.25,3.75,2.15,1.66,-0.5,2.05,1.8,2.2,3.2,3.4,2.15,1.66,-0.25,2,1.85
I2,29/6/2020,Cosenza,Trapani,2,2,D,1,2,A,10,8,8,5,14,3,0,1,2.25,3.1,3.4,2.15,1.66,-0.25,2,1.85,2.45,3.1,3.1,2.2,1.65,0,1.77,2.1
I2,29/6/2020,Livorno,Venezia,0,2,A,0,2,A,13,12,2,5,4,5,0,0,2.62,3,2.87,2.15,1.66,0,1.88,1.98,2.87,3,2.62,2.05,1.75,0,2,1.85
I2,29/6/2020,Pescara,Empoli,1,1,D,0,0,D,14,10,3,3,3,3,0,0,2.8,3.4,2.4,1.75,2.05,0.25,1.8,2.05,3,3.4,2.25,1.8,2,0,2.13,1.75
I2,29/6/2020,Pordenone,Virtus Entella,2,0,H,0,0,D,13,17,5,3,2,12,0,0,2.3,3.25,3.1,1.93,1.93,0,1.77,2.1,2.55,3.25,2.75,2,1.8,0,1.85,2
I2,29/6/2020,Spezia,Pisa,1,2,A,1,1,D,12,8,2,4,5,3,0,0,1.85,3.4,4.33,2.05,1.8,-0.5,1.9,1.95,1.85,3.4,4.33,2.05,1.75,-0.5,1.95,1.9
P1,29/6/2020,Aves,Moreirense,0,1,A,0,0,D,14,7,3,2,8,3,0,0,4.33,3.4,1.85,2.25,1.61,0.5,2,1.9,4,3.4,1.9,2.25,1.61,0.5,1.98,1.92
P1,29/6/2020,Maritimo,Benfica,2,0,H,0,0,D,6,20,2,7,1,11,0,0,7,4.33,1.44,1.8,2,1,2.07,1.72,8,4.5,1.4,1.65,2.2,1.25,1.89,2.01
P1,29/6/2020,Pacos Ferreira,Porto,0,1,A,0,1,A,11,5,3,3,5,4,0,0,9,4.1,1.4,2,1.8,1.25,1.9,2,9,4.5,1.36,1.8,2,1.25,1.96,1.94
T1,29/6/2020,Genclerbirligi,Kasimpasa,0,2,A,0,1,A,12,16,3,9,4,3,0,0,2.5,3.25,2.75,1.72,2.07,0,1.8,2.05,2.75,3.25,2.5,1.53,2.4,0,1.95,1.9
G1,29/6/2020,Volos NFC,Lamia,0,0,D,0,0,D,8,5,3,3,4,0,0,0,2.6,3,2.87,2.5,1.5,0,1.85,2,4.2,1.53,5,3.4,1.33,0,1.83,2.02
G1,29/6/2020,Atromitos,Larisa,3,0,H,1,0,H,19,4,10,3,6,1,0,0,1.8,3.5,4.5,2.15,1.66,-0.5,1.83,2.02,2,3.3,3.75,2.35,1.57,-0.5,2.02,1.83
E0,30/6/2020,Brighton,Man United,0,3,A,0,2,A,8,12,2,6,4,5,0,0,6,3.8,1.61,2.1,1.72,1,1.85,2.08,6.5,4.2,1.53,2,1.8,1,1.97,1.96
E1,30/6/2020,Millwall,Swansea,1,1,D,1,0,H,16,9,2,4,12,5,0,0,2.45,3.2,3,2.3,1.61,0,1.83,2.07,2.55,3.1,2.9,2.37,1.57,0,1.87,2.03
E1,30/6/2020,Barnsley,Blackburn,2,0,H,0,0,D,12,10,5,5,3,3,0,1,2.5,3.3,2.9,2.1,1.72,0,1.83,2.07,2.55,3.3,2.8,2.1,1.72,0,1.85,2.05
E1,30/6/2020,Cardiff,Charlton,0,0,D,0,0,D,8,4,1,0,3,3,0,0,1.83,3.5,4.5,2.1,1.72,-0.5,1.83,2.07,1.72,3.6,5,2.1,1.72,-0.75,2.07,1.83
E1,30/6/2020,Reading,Brentford,0,3,A,0,1,A,5,19,1,9,3,6,0,0,5,3.75,1.7,2.02,1.83,0.75,2,1.9,5.75,3.9,1.61,2,1.8,1,1.72,2.07
E1,30/6/2020,QPR,Fulham,1,2,A,1,1,D,11,14,2,5,6,6,0,0,3.3,3.4,2.2,1.98,1.88,0.25,1.96,1.94,3.4,3.4,2.15,2,1.8,0.25,1.97,1.93
E1,30/6/2020,Leeds,Luton,1,1,D,0,0,D,23,3,9,2,15,1,0,0,1.25,6,11,1.66,2.2,-1.5,1.9,2,1.25,6.5,11,1.66,2.2,-1.75,2.02,1.77
E1,30/6/2020,Wigan,Stoke,3,0,H,1,0,H,16,7,7,1,6,4,0,0,2.75,3,2.87,2.5,1.53,0,1.89,2.01,2.7,3,2.87,2.75,1.44,0,1.87,2.03
SP1,30/6/2020,Mallorca,Celta,5,1,H,3,0,H,9,12,7,8,2,11,0,0,3.2,3.2,2.37,2.5,1.53,0.25,1.83,2.1,3,3.2,2.45,2.3,1.61,0.25,1.72,2.07
SP1,30/6/2020,Leganes,Sevilla,0,3,A,0,2,A,9,11,3,6,4,2,0,0,4.5,3.2,1.95,2.5,1.53,0.5,1.95,1.98,4,3.2,2.05,2.5,1.53,0.5,1.75,2.05
SP1,30/6/2020,Barcelona,Ath Madrid,2,2,D,1,1,D,12,10,5,3,3,1,0,0,1.8,3.6,4.75,2,1.8,-0.5,1.86,2.07,1.7,3.8,5,2,1.8,-0.75,1.98,1.95
SP2,30/6/2020,Tenerife,La Coruna,1,1,D,0,0,D,5,15,3,5,5,10,0,0,2.05,3.25,3.7,2.4,1.53,-0.25,1.83,2.02,1.9,3.2,4.33,2.4,1.53,-0.5,1.95,1.9
SP2,30/6/2020,Elche,Cadiz,0,0,D,0,0,D,5,5,0,1,3,0,0,0,2.87,2.87,2.7,2.7,1.44,0,1.98,1.88,3.1,2.87,2.5,2.87,1.4,0,2.07,1.72
