Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,prediction,Hit?,odds,B365H,B365D,B365A,AHCh,AHCh_res,AHCh_odds,B365CAHH,B365CAHA,-38,60
F2,22/4/2022,Nimes,Rodez,3,2,Nimes,Nimes,1,1.87,2.87,2.9,2.45,0.25,Nimes,0.83,1.83,2.02,,
F2,22/4/2022,Pau FC,Sochaux,0,1,Sochaux,Sochaux,1,0.66,4.75,3.4,1.66,0.5,Sochaux,0.88,1.98,1.88,,
F2,22/4/2022,Valenciennes,Ajaccio,0,0,Draw,Ajaccio,0,-1,4.2,2.8,2,0.5,Valenciennes,0,1.83,2.02,,
N1,22/4/2022,Twente,Sparta Rotterdam,2,0,Twente,Twente,1,0.61,1.61,3.8,6,-1,Twente,0.95,1.95,1.95,,
P1,22/4/2022,Vizela,Arouca,2,1,Vizela,Vizela,1,0.95,1.95,3.4,3.75,-0.25,Vizela,0.4,1.8,2.1,,
T1,22/4/2022,Rizespor,Fenerbahce,0,6,Fenerbahce,Fenerbahce,1,0.53,6,3.8,1.53,1,Fenerbahce,1,1.85,2,,
E0,23/4/2022,Arsenal,Man United,3,1,Arsenal,Arsenal,1,1.05,2.05,3.5,3.5,-0.5,Arsenal,1.04,2.04,1.86,,
E0,23/4/2022,Leicester,Aston Villa,0,0,Draw,Leicester,0,-1,2.8,3.4,2.5,0.25,Leicester,0,1.8,2.1,,
E0,23/4/2022,Man City,Watford,5,1,Man City,Man City,1,0.1,1.1,10,26,-2.5,Man City,0.97,1.97,1.93,,
E0,23/4/2022,Norwich,Newcastle,0,3,Newcastle,Newcastle,1,1.15,3.5,3.3,2.15,0.25,Newcastle,0.93,1.97,1.93,,
E0,23/4/2022,Brentford,Tottenham,0,0,Draw,Tottenham,0,-1,4.33,3.5,1.85,0.75,Brentford,0,1.98,1.92,,
E1,23/4/2022,Luton,Blackpool,1,1,Draw,Luton,0,-1,1.9,3.5,4.2,-0.5,Blackpool,0,1.98,1.92,,
E1,23/4/2022,Birmingham,Millwall,2,2,Draw,Millwall,0,-1,3.3,3.3,2.25,0.25,Birmingham,0,2.02,1.88,,
E1,23/4/2022,Bournemouth,Fulham,1,1,Draw,Bournemouth,0,-1,2.3,3.75,2.9,0,Draw,0,1.84,2.06,,
E1,23/4/2022,Derby,Bristol City,1,3,Bristol City,Bristol City,1,2.5,2.1,3.5,3.5,0,Bristol City,0.91,1.99,1.91,,
E1,23/4/2022,Hull,Reading,3,0,Hull,Hull,1,1.62,2.62,3.25,2.8,0,Hull,0.84,1.84,2.06,,
E1,23/4/2022,Peterboro,Nott'm Forest,0,1,Nott'm Forest,Nott'm Forest,1,0.66,5.25,3.8,1.66,1,Draw,0,1.94,1.96,,
E1,23/4/2022,Sheffield United,Cardiff,1,0,Sheffield United,Sheffield United,1,0.6,1.6,3.8,6,-1,Draw,0,1.84,2.06,,
E1,23/4/2022,Stoke,QPR,1,0,Stoke,Stoke,1,1.05,2.05,3.4,3.75,-0.5,Stoke,1.03,2.03,1.87,,
E1,23/4/2022,Swansea,Middlesbrough,1,1,Draw,Swansea,0,-1,3.3,3.3,2.25,0.25,Swansea,0,1.78,2.13,,
E1,23/4/2022,West Brom,Coventry,0,0,Draw,Coventry,0,-1,2.15,3.4,3.4,0,Draw,0,1.85,2.05,,
E2,23/4/2022,Accrington,Lincoln,2,1,Accrington,Lincoln,0,-1,2.1,3.5,3.5,-0.25,Accrington,-0.5,1.8,2.05,,
E2,23/4/2022,Charlton,Shrewsbury,2,0,Charlton,Shrewsbury,0,-1,2.25,3.3,3.3,-0.25,Charlton,-1,1.95,1.9,,
E2,23/4/2022,Cheltenham,Bolton,1,2,Bolton,Bolton,1,1.37,2.9,3.5,2.37,0,Bolton,0.75,2.13,1.75,,
E2,23/4/2022,Crewe,Ipswich,1,1,Draw,Ipswich,0,-1,6.5,4.1,1.53,1,Crewe,0,1.8,2.05,,
E2,23/4/2022,Doncaster,Burton,2,0,Doncaster,Doncaster,1,2.1,3.1,3.5,2.25,0.25,Doncaster,0.93,1.93,1.93,,
E2,23/4/2022,Fleetwood Town,AFC Wimbledon,1,1,Draw,AFC Wimbledon,0,-1,2.4,3.1,3.2,-0.25,AFC Wimbledon,0,1.85,2,,
E2,23/4/2022,Milton Keynes Dons,Morecambe,2,0,Milton Keynes Dons,Milton Keynes Dons,1,0.6,1.6,4.2,5.25,-1,Milton Keynes Dons,1.05,2.05,1.8,,
E2,23/4/2022,Portsmouth,Gillingham,3,1,Portsmouth,Portsmouth,1,0.75,1.75,3.6,5,-0.5,Portsmouth,0.73,1.73,2.08,,
E2,23/4/2022,Rotherham,Oxford,2,1,Rotherham,Oxford,0,-1,2.1,3.5,3.5,-0.5,Rotherham,-1,1.85,2,,
E2,23/4/2022,Sunderland,Cambridge,5,1,Sunderland,Sunderland,1,0.36,1.36,4.75,9.5,-1.5,Sunderland,0.85,1.85,2,,
E2,23/4/2022,Wigan,Plymouth,1,1,Draw,Draw,1,2.5,1.8,3.5,4.75,-0.5,Plymouth,0,1.98,1.88,,
E2,23/4/2022,Wycombe,Sheffield Weds,1,0,Wycombe,Wycombe,1,1.8,2.8,3.4,2.5,0.25,Wycombe,0.7,1.7,2.1,,
E3,23/4/2022,Barrow,Sutton,1,0,Barrow,Sutton,0,-1,2.8,3.1,2.7,0,Barrow,-1,1.7,2.1,,
E3,23/4/2022,Bradford,Scunthorpe,2,1,Bradford,Bradford,1,0.44,1.44,4.33,8,-1.25,Scunthorpe,-0.5,1.8,2.05,,
E3,23/4/2022,Bristol Rvs,Forest Green,0,0,Draw,Bristol Rvs,0,-1,2.62,3.25,2.75,0,Draw,0,1.75,2.13,,
E3,23/4/2022,Exeter,Rochdale,2,0,Exeter,Exeter,1,0.7,1.7,3.8,5,-1,Exeter,0.93,1.93,1.93,,
E3,23/4/2022,Harrogate,Carlisle,3,0,Harrogate,Carlisle,0,-1,2.4,3.5,2.87,-0.25,Harrogate,-1,2.05,1.8,,
E3,23/4/2022,Hartlepool,Swindon,0,3,Swindon,Swindon,1,1.1,3.7,3.3,2.1,0.5,Swindon,0.75,2.05,1.75,,
E3,23/4/2022,Leyton Orient,Northampton,2,4,Northampton,Northampton,1,1.7,2.9,3,2.7,0.25,Northampton,1.05,1.8,2.05,,
E3,23/4/2022,Mansfield,Crawley Town,2,0,Mansfield,Crawley Town,0,-1,1.7,4,4.75,-1,Mansfield,-1,1.95,1.9,,
E3,23/4/2022,Oldham,Salford,1,2,Salford,Salford,1,1.1,3.6,3.4,2.1,0.5,Salford,0.88,1.98,1.88,,
E3,23/4/2022,Stevenage,Tranmere,2,0,Stevenage,Tranmere,0,-1,2.5,3,3.1,-0.25,Stevenage,-1,1.85,2,,
E3,23/4/2022,Walsall,Port Vale,2,0,Walsall,Port Vale,0,-1,4,3.3,2,0.5,Walsall,-1,1.93,1.93,,
EC,23/4/2022,Altrincham,Wealdstone,4,2,Altrincham,Altrincham,1,0.95,1.95,3.4,3.5,-0.5,Altrincham,0.93,1.93,1.88,,
EC,23/4/2022,Boreham Wood,Bromley,2,0,Boreham Wood,Draw,0,-1,2.15,3.25,3.2,-0.25,Boreham Wood,-1,2.1,1.7,,
EC,23/4/2022,Chesterfield,Dover Athletic,3,2,Chesterfield,Chesterfield,1,0.16,1.16,6.5,21,-2.25,Dover Athletic,-1,1.85,1.95,,
EC,23/4/2022,Dag and Red,King?™s Lynn,1,1,Draw,Dag and Red,0,-1,1.45,4.33,6.5,-1.5,King?™s Lynn,0,1.93,1.88,,
EC,23/4/2022,Eastleigh,Barnet,2,3,Barnet,Eastleigh,0,-1,2.15,3.2,3.1,-0.25,Barnet,-1,1.93,1.88,,
EC,23/4/2022,Grimsby,Torquay,2,1,Grimsby,Draw,0,-1,1.9,3.6,3.6,-0.5,Grimsby,-1,1.75,2.05,,
EC,23/4/2022,Notts County,Weymouth,3,1,Notts County,Notts County,1,0.22,1.22,5,12,-2,Draw,0,1.93,1.88,,
EC,23/4/2022,Solihull,Aldershot,2,1,Solihull,Solihull,1,0.4,1.4,4.2,7,-1.25,Aldershot,-0.5,1.85,1.95,,
EC,23/4/2022,Southend,Halifax,1,0,Southend,Halifax,0,-1,2.5,3.4,2.55,0.25,Southend,-1,1.68,2.15,,
EC,23/4/2022,Yeovil,Stockport,2,1,Yeovil,Stockport,0,-1,7.5,4,1.4,1.25,Yeovil,-1,1.77,2.02,,
EC,23/4/2022,Woking,Wrexham,2,1,Woking,Wrexham,0,-1,4.33,3.6,1.72,1,Woking,-1,1.98,1.83,,
SC0,23/4/2022,Motherwell,Rangers,1,3,Rangers,Rangers,1,0.33,10,4.75,1.33,1.25,Rangers,0.475,1.9,1.95,,
SC0,23/4/2022,Aberdeen,Livingston,1,2,Livingston,Livingston,1,2.8,2,3.3,3.8,-0.5,Livingston,0.88,1.98,1.88,,
SC0,23/4/2022,Dundee,St Johnstone,1,1,Draw,Dundee,0,-1,2.55,3.1,2.87,0,Draw,0,1.85,2,,
SC0,23/4/2022,St Mirren,Hibernian,0,1,Hibernian,Hibernian,1,1.4,3.1,3.2,2.4,0,Hibernian,0.88,1.98,1.88,,
SC1,23/4/2022,Hamilton,Raith Rvs,0,2,Raith Rvs,Hamilton,0,-1,2.4,3.2,2.62,0,Raith Rvs,-1,1.98,1.88,,
SC1,23/4/2022,Morton,Inverness C,0,1,Inverness C,Inverness C,1,1.2,2.8,3.2,2.2,0.25,Inverness C,0.525,1.8,2.05,,
SC1,23/4/2022,Partick,Dunfermline,1,0,Partick,Dunfermline,0,-1,2.1,3.25,3,-0.25,Partick,-0.5,2.05,1.8,,
SC1,23/4/2022,Queen of Sth,Ayr,1,1,Draw,Ayr,0,-1,2.8,3.2,2.25,0,Draw,0,2.02,1.83,,
SC2,23/4/2022,Clyde,Airdrie Utd,0,5,Airdrie Utd,Airdrie Utd,1,0.66,4,3.8,1.66,1,Airdrie Utd,0.93,1.88,1.93,,
SC2,23/4/2022,Cove Rangers,Dumbarton,1,0,Cove Rangers,Cove Rangers,1,0.36,1.36,4.2,7,-1.5,Dumbarton,-1,1.8,2.05,,
SC2,23/4/2022,Falkirk,Alloa,1,2,Alloa,Alloa,1,2.1,2,3.4,3.1,-0.25,Alloa,0.8,2.05,1.8,,
SC2,23/4/2022,Montrose,Queens Park,2,1,Montrose,Draw,0,-1,2.2,3.25,2.87,-0.25,Montrose,-0.5,2.02,1.83,,
SC2,23/4/2022,Peterhead,East Fife,1,0,Peterhead,Peterhead,1,0.8,1.8,3.3,3.8,-0.5,Peterhead,0.8,1.8,2.05,,
SC3,23/4/2022,Albion Rvs,Stirling,1,1,Draw,Draw,1,2.2,2.5,3.2,2.5,0.25,Albion Rvs,0,1.95,1.9,,
SC3,23/4/2022,Elgin,Cowdenbeath,1,4,Cowdenbeath,Draw,0,-1,1.72,3.4,4,-0.5,Cowdenbeath,-1,1.85,2,,
SC3,23/4/2022,Kelty Hearts,Forfar,1,1,Draw,Kelty Hearts,0,-1,1.57,3.8,5.25,-0.5,Forfar,0,1.9,1.95,,
SC3,23/4/2022,Stenhousemuir,Stranraer,1,3,Stranraer,Stenhousemuir,0,-1,2.37,3.25,2.7,-0.25,Stranraer,-1,1.98,1.88,,
D1,23/4/2022,Ein Frankfurt,Hoffenheim,2,2,Draw,Draw,1,2.6,2.55,3.6,2.62,-0.25,Hoffenheim,0,2.05,1.88,,
D1,23/4/2022,FC Koln,Bielefeld,3,1,FC Koln,FC Koln,1,0.53,1.53,4.2,6.5,-1.25,FC Koln,0.455,1.91,2.02,,
D1,23/4/2022,Freiburg,M'gladbach,3,3,Draw,Freiburg,0,-1,1.83,4,4,-0.5,M'gladbach,0,1.8,2,,
D1,23/4/2022,Greuther Furth,Leverkusen,1,4,Leverkusen,Leverkusen,1,0.33,8.5,5.25,1.33,1.75,Leverkusen,1.07,1.86,2.07,,
D1,23/4/2022,RB Leipzig,Union Berlin,1,2,Union Berlin,RB Leipzig,0,-1,1.55,4,6.5,-0.75,Union Berlin,-1,1.85,2.08,,
D1,23/4/2022,Bayern Munich,Dortmund,3,1,Bayern Munich,Bayern Munich,1,0.36,1.36,5.75,7,-1.75,Bayern Munich,0.495,1.99,1.94,,
D2,23/4/2022,Holstein Kiel,Heidenheim,1,1,Draw,Holstein Kiel,0,-1,2.5,3.4,2.8,0,Draw,0,1.93,1.93,,
D2,23/4/2022,Regensburg,Hamburg,2,4,Hamburg,Hamburg,1,0.85,4.2,3.75,1.85,0.75,Hamburg,0.98,1.88,1.98,,
D2,23/4/2022,Schalke 04,Werder Bremen,1,4,Werder Bremen,Schalke 04,0,-1,2.8,3.4,2.5,0,Werder Bremen,-1,2.05,1.8,,
D2,23/4/2022,St Pauli,Darmstadt,1,2,Darmstadt,St Pauli,0,-1,2.3,3.75,2.87,0,Darmstadt,-1,2,1.85,,
SP2,23/4/2022,Sociedad B,Amorebieta,2,1,Sociedad B,Amorebieta,0,-1,2.3,3.25,3.25,0,Sociedad B,-1,1.77,2.1,,
SP2,23/4/2022,Cartagena,Girona,3,0,Cartagena,Girona,0,-1,3,3.3,2.4,0,Cartagena,-1,1.9,1.95,,
SP2,23/4/2022,Fuenlabrada,Ponferradina,2,3,Ponferradina,Ponferradina,1,1.87,2.62,3.1,2.87,0,Ponferradina,1.05,1.8,2.05,,
SP2,23/4/2022,Malaga,Eibar,1,3,Eibar,Eibar,1,1.45,3.1,3.2,2.45,0,Eibar,0.95,1.9,1.95,,
I1,23/4/2022,Torino,Spezia,2,1,Torino,Draw,0,-1,1.66,3.6,5.5,-0.75,Torino,-0.5,1.79,2.11,,
I1,23/4/2022,Venezia,Atalanta,1,3,Atalanta,Atalanta,1,0.5,6.5,4.33,1.5,1.5,Atalanta,1.08,1.73,2.08,,
I1,23/4/2022,Inter,Roma,3,1,Inter,Inter,1,0.61,1.61,4,5.5,-0.75,Inter,0.82,1.82,2.08,,
I1,23/4/2022,Verona,Sampdoria,1,1,Draw,Verona,0,-1,1.75,3.75,4.6,-0.75,Sampdoria,0,1.9,2,,
F1,23/4/2022,Lyon,Montpellier,5,2,Lyon,Lyon,1,0.33,1.33,5.5,8.5,-1.5,Lyon,1.02,2.02,1.88,,
F1,23/4/2022,St Etienne,Monaco,1,4,Monaco,Monaco,1,0.83,4.2,3.8,1.83,0.75,Monaco,0.93,1.97,1.93,,
F1,23/4/2022,Paris SG,Lens,1,1,Draw,Paris SG,0,-1,1.3,6,8.5,-2,Lens,0,2.05,1.75,,
F2,23/4/2022,Caen,Auxerre,1,1,Draw,Auxerre,0,-1,2.62,3,2.55,0.25,Caen,0,1.73,2.08,,
N1,23/4/2022,Nijmegen,Ajax,0,1,Ajax,Ajax,1,0.2,13,7,1.2,2,Nijmegen,-1,1.95,1.95,,
N1,23/4/2022,AZ Alkmaar,Heerenveen,2,1,AZ Alkmaar,AZ Alkmaar,1,0.44,1.44,4.33,8.5,-1.5,Heerenveen,-1,2.1,1.7,,
N1,23/4/2022,Waalwijk,Zwolle,0,2,Zwolle,Zwolle,1,1.62,2.87,3.2,2.62,0,Zwolle,0.8,2.1,1.8,,
N1,23/4/2022,Cambuur,PSV Eindhoven,1,2,PSV Eindhoven,PSV Eindhoven,1,0.33,9.5,5.25,1.33,2,Cambuur,-1,1.85,2.05,,
P1,23/4/2022,Portimonense,Moreirense,1,0,Portimonense,Moreirense,0,-1,2.4,3.2,3,-0.25,Portimonense,-0.5,1.98,1.92,,
P1,23/4/2022,Benfica,Famalicao,0,0,Draw,Benfica,0,-1,1.33,5,8,-1.5,Famalicao,0,2.02,1.77,,
P1,23/4/2022,Santa Clara,Maritimo,2,2,Draw,Draw,1,2.2,2.1,3.2,3.5,-0.5,Maritimo,0,1.9,2,,
P1,23/4/2022,Gil Vicente,Pacos Ferreira,1,1,Draw,Gil Vicente,0,-1,1.7,3.6,5,-0.75,Pacos Ferreira,0,2.01,1.89,,
T1,23/4/2022,Gaziantep,Goztep,1,1,Draw,Gaziantep,0,-1,1.8,3.6,4.2,-0.75,Goztep,0,1.88,1.98,,
T1,23/4/2022,Karagumruk,Giresunspor,2,1,Karagumruk,Giresunspor,0,-1,2.3,3.4,2.87,-0.25,Karagumruk,-0.5,1.93,1.93,,
T1,23/4/2022,Ad. Demirspor,Trabzonspor,1,3,Trabzonspor,Trabzonspor,1,1.9,2.3,3.4,2.9,-0.25,Trabzonspor,0.9,1.95,1.9,,
E0,24/4/2022,Brighton,Southampton,2,2,Draw,Brighton,0,-1,2.1,3.4,3.6,-0.5,Southampton,0,2.1,1.8,,
E0,24/4/2022,Burnley,Wolves,1,0,Burnley,Wolves,0,-1,2.7,3,2.87,-0.25,Burnley,-0.5,1,1,,
E0,24/4/2022,Chelsea,West Ham,1,0,Chelsea,Chelsea,1,0.5,1.5,4.33,6.5,-1.25,West Ham,-0.5,1.97,1.93,,
E0,24/4/2022,Liverpool,Everton,2,0,Liverpool,Liverpool,1,0.18,1.18,7,15,-2,Draw,0,1.97,1.93,,
SC0,24/4/2022,Ross County,Celtic,0,2,Celtic,Celtic,1,0.25,13,5.5,1.25,1.75,Celtic,0.45,1.95,1.9,,
SC0,24/4/2022,Dundee United,Hearts,2,3,Hearts,Hearts,1,1,3.8,3.5,2,0.25,Hearts,0.55,1.77,2.1,,
D1,24/4/2022,Bochum,Augsburg,0,2,Augsburg,Augsburg,1,2.5,2.25,3.2,3.5,-0.25,Augsburg,1,1.93,2,,
D1,24/4/2022,Hertha,Stuttgart,2,0,Hertha,Stuttgart,0,-1,3.1,3.3,2.3,0.25,Hertha,-1,1.87,2.06,,
D2,24/4/2022,Erzgebirge Aue,Hansa Rostock,2,2,Draw,Hansa Rostock,0,-1,2.9,3.5,2.4,0.25,Erzgebirge Aue,0,2.05,1.8,,
D2,24/4/2022,Nurnberg,Sandhausen,2,4,Sandhausen,Nurnberg,0,-1,1.83,3.8,4.2,-0.5,Sandhausen,-1,1.9,1.95,,
D2,24/4/2022,Paderborn,Hannover,3,0,Paderborn,Hannover,0,-1,2.3,3.75,2.9,-0.25,Paderborn,-1,2,1.85,,
SP1,24/4/2022,Barcelona,Vallecano,0,1,Vallecano,Barcelona,0,-1,1.3,5.5,10,-1.5,Vallecano,-1,1.93,1.97,,
SP2,24/4/2022,Alcorcon,Oviedo,1,2,Oviedo,Oviedo,1,0.9,4.33,3.3,1.9,0.25,Oviedo,0.525,1.8,2.05,,
SP2,24/4/2022,Ibiza,Las Palmas,1,1,Draw,Las Palmas,0,-1,3.25,3.3,2.3,0.25,Ibiza,0,1.8,2.05,,
SP2,24/4/2022,Mirandes,Valladolid,0,1,Valladolid,Valladolid,1,0.95,3.75,3.6,1.95,0.25,Valladolid,0.49,1.88,1.98,,
SP2,24/4/2022,Lugo,Leganes,0,0,Draw,Leganes,0,-1,2.8,2.9,2.8,0,Draw,0,1.83,2.02,,
SP2,24/4/2022,Zaragoza,Burgos,0,0,Draw,Draw,1,2.4,1.95,3.4,4,-0.5,Burgos,0,1.83,2.02,,
I1,24/4/2022,Salernitana,Fiorentina,2,1,Salernitana,Fiorentina,0,-1,5.5,3.8,1.66,0.5,Salernitana,-1,2.03,1.87,,
I1,24/4/2022,Bologna,Udinese,2,2,Draw,Udinese,0,-1,2.8,3.25,2.6,0.25,Bologna,0,2.01,1.89,,
I1,24/4/2022,Empoli,Napoli,3,2,Empoli,Napoli,0,-1,5.5,4,1.6,0.75,Empoli,-1,2,1.9,,
I1,24/4/2022,Genoa,Cagliari,1,0,Genoa,Draw,0,-1,2.2,3.25,3.5,-0.25,Genoa,-0.5,1.77,2.02,,
I1,24/4/2022,Lazio,Milan,1,2,Milan,Milan,1,1.45,2.9,3.4,2.45,0.25,Milan,0.525,1.85,2.05,,
F1,24/4/2022,Rennes,Lorient,5,0,Rennes,Rennes,1,0.45,1.45,4.75,6.5,-1.5,Rennes,0.99,1.99,1.91,,
F1,24/4/2022,Clermont,Angers,2,2,Draw,Clermont,0,-1,2.3,3.3,3.2,-0.25,Angers,0,1.84,2.06,,
F1,24/4/2022,Metz,Brest,0,1,Brest,Brest,1,1.55,2.87,3.2,2.55,0,Brest,1,1.9,2,,
F1,24/4/2022,Nantes,Bordeaux,5,3,Nantes,Nantes,1,0.75,1.75,3.75,4.75,-0.25,Nantes,0.87,1.87,2.03,,
F1,24/4/2022,Nice,Troyes,1,0,Nice,Draw,0,-1,1.61,4,5.5,-1,Draw,0,1.8,2.1,,
F1,24/4/2022,Lille,Strasbourg,1,0,Lille,Strasbourg,0,-1,2.25,3.3,3.3,0,Lille,-1,1.93,1.97,,
F1,24/4/2022,Reims,Marseille,0,1,Marseille,Marseille,1,1.05,3.8,3.3,2.05,0.5,Marseille,0.99,1.91,1.99,,
N1,24/4/2022,Willem II,Vitesse,1,0,Willem II,Vitesse,0,-1,3.6,3.5,2.05,0.25,Willem II,-1,1.84,2.06,,
N1,24/4/2022,Feyenoord,Utrecht,2,1,Feyenoord,Feyenoord,1,0.36,1.36,5.5,7,-1.5,Utrecht,-1,2.04,1.86,,
N1,24/4/2022,Groningen,Heracles,0,1,Heracles,Groningen,0,-1,2.05,3.2,4,-0.5,Heracles,-1,1.86,2.04,,
N1,24/4/2022,For Sittard,Go Ahead Eagles,1,0,For Sittard,Go Ahead Eagles,0,-1,2.4,3.25,3.1,-0.25,For Sittard,-0.5,2.08,1.82,,
P1,24/4/2022,Estoril,Belenenses,2,2,Draw,Draw,1,2.3,1.72,3.3,5.25,-0.5,Belenenses,0,2.13,1.78,,
P1,24/4/2022,Tondela,Guimaraes,1,1,Draw,Guimaraes,0,-1,3.5,3.5,1.95,0.25,Tondela,0,1.98,1.92,,
T1,24/4/2022,Buyuksehyr,Hatayspor,3,0,Buyuksehyr,Buyuksehyr,1,0.65,1.65,3.6,5.25,-1,Buyuksehyr,1.1,2.1,1.77,,
T1,24/4/2022,Yeni Malatyaspor,Konyaspor,2,3,Konyaspor,Konyaspor,1,0.6,4.75,4.2,1.6,1,Draw,0,1.93,1.93,,
T1,24/4/2022,Altay,Galatasaray,0,1,Galatasaray,Galatasaray,1,0.85,4,3.4,1.85,0.5,Galatasaray,0.95,1.9,1.95,,
T1,24/4/2022,Antalyaspor,Kayserispor,1,1,Draw,Antalyaspor,0,-1,1.66,3.6,4.75,-1,Kayserispor,0,2.02,1.77,,
E0,25/4/2022,Crystal Palace,Leeds,0,0,Draw,Crystal Palace,0,-1,2.05,3.5,3.5,-0.25,Leeds,0,2.07,1.83,,
E1,25/4/2022,Preston,Blackburn,1,4,Blackburn,Draw,0,-1,2.62,3.4,2.55,0,Blackburn,-1,1.84,2.06,,
SP2,25/4/2022,Almeria,Sp Gijon,1,0,Almeria,Almeria,1,0.57,1.57,3.8,6.5,-0.75,Almeria,0.425,1.85,2,,
I1,25/4/2022,Sassuolo,Juventus,1,2,Juventus,Juventus,1,0.8,4.2,3.9,1.8,0.75,Juventus,0.485,1.93,1.97,,
I2,25/4/2022,Ascoli,Cittadella,0,0,Draw,Ascoli,0,-1,1.83,3,4,-0.5,Cittadella,0,2.05,1.8,,
I2,25/4/2022,Alessandria,Reggina,0,0,Draw,Reggina,0,-1,1.72,3.2,4.5,-0.75,Reggina,0,1.98,1.88,,
I2,25/4/2022,Cosenza,Pordenone,3,1,Cosenza,Cosenza,1,0.5,1.5,3.75,5.75,-0.75,Cosenza,0.98,1.98,1.88,,
I2,25/4/2022,Crotone,Cremonese,3,1,Crotone,Cremonese,0,-1,4.5,3.5,1.7,0.25,Crotone,-1,1.98,1.88,,
I2,25/4/2022,Frosinone,Monza,4,1,Frosinone,Monza,0,-1,2.5,3.1,2.55,-0.25,Frosinone,-1,1.95,1.9,,
I2,25/4/2022,Lecce,Pisa,2,0,Lecce,Lecce,1,0.8,1.8,3.1,4.2,-0.5,Lecce,0.83,1.83,2.02,,
I2,25/4/2022,Benevento,Ternana,1,2,Ternana,Benevento,0,-1,1.53,3.75,5.5,-1,Ternana,-1,1.93,1.93,,
I2,25/4/2022,Brescia,Spal,1,1,Draw,Brescia,0,-1,1.55,3.75,5,-1,Spal,0,2,1.85,,
I2,25/4/2022,Como,Vicenza,0,2,Vicenza,Como,0,-1,2.87,3.25,2.15,0.25,Vicenza,-1,1.8,2.05,,
I2,25/4/2022,Perugia,Parma,2,1,Perugia,Parma,0,-1,1.9,3.2,3.6,-0.5,Perugia,-1,2,1.85,,
F2,25/4/2022,Toulouse,Niort,2,0,Toulouse,Toulouse,1,0.33,1.33,4.5,7.5,-1.5,Toulouse,1.1,2.1,1.77,,
P1,25/4/2022,Sp Braga,Porto,1,0,Sp Braga,Porto,0,-1,4,3.6,1.8,0.75,Sp Braga,-1,1.88,2.02,,
P1,25/4/2022,Boavista,Sp Lisbon,0,3,Sp Lisbon,Sp Lisbon,1,0.44,7,4.2,1.44,1.25,Sp Lisbon,1.06,1.84,2.06,,
T1,25/4/2022,Besiktas,Kasimpasa,0,3,Kasimpasa,Kasimpasa,1,3,1.72,4,4,-0.75,Kasimpasa,0.83,2.02,1.83,,
T1,25/4/2022,Sivasspor,Alanyaspor,1,0,Sivasspor,Alanyaspor,0,-1,2.25,3.3,3.1,-0.25,Sivasspor,-0.5,1.88,1.98,,
E1,26/4/2022,Barnsley,Blackpool,0,2,Blackpool,Blackpool,1,1.3,2.87,3.6,2.3,0.25,Blackpool,0.97,1.93,1.97,,
E1,26/4/2022,Fulham,Nott'm Forest,0,1,Nott'm Forest,Nott'm Forest,1,3.2,1.85,3.6,4.2,-0.5,Nott'm Forest,0.9,2,1.9,,
E1,26/4/2022,Swansea,Bournemouth,3,3,Draw,Bournemouth,0,-1,4,3.5,1.9,0.5,Swansea,0,1.98,1.92,,
E2,26/4/2022,Fleetwood Town,Sheffield Weds,2,3,Sheffield Weds,Sheffield Weds,1,0.61,5.5,4,1.61,1,Draw,0,1.83,1.98,,
E2,26/4/2022,Portsmouth,Wigan,3,2,Portsmouth,Portsmouth,1,2.2,3.2,3.3,2.3,0.25,Portsmouth,0.77,1.77,2.1,,
E2,26/4/2022,Sunderland,Rotherham,1,1,Draw,Sunderland,0,-1,2.4,3.4,3,0,Draw,0,1.88,1.98,,
E3,26/4/2022,Exeter,Barrow,2,1,Exeter,Exeter,1,0.5,1.5,4,7,-1.25,Barrow,-0.5,2.02,1.83,,
E3,26/4/2022,Mansfield,Stevenage,2,0,Mansfield,Mansfield,1,0.57,1.57,4,6.5,-0.75,Mansfield,0.93,1.93,1.93,,
E3,26/4/2022,Sutton,Crawley Town,3,0,Sutton,Sutton,1,0.8,1.8,3.6,4.5,-0.75,Sutton,0.95,1.95,1.9,,
E3,26/4/2022,Swindon,Forest Green,2,1,Swindon,Swindon,1,1.25,2.25,3.6,3,-0.25,Swindon,0.465,1.93,1.93,,
EC,26/4/2022,Bromley,Aldershot,1,1,Draw,Draw,1,2.4,1.8,3.4,4,-0.75,Aldershot,0,2.08,1.73,,
EC,26/4/2022,Dover Athletic,Notts County,0,3,Notts County,Notts County,1,0.22,12,5.75,1.22,2,Notts County,0.9,1.9,1.9,,
EC,26/4/2022,Southend,Boreham Wood,1,0,Southend,Southend,1,1.9,2.9,3.2,2.25,0,Southend,1.08,2.08,1.73,,
EC,26/4/2022,Weymouth,Wrexham,1,6,Wrexham,Wrexham,1,0.28,8,5,1.28,1.75,Wrexham,0.9,1.9,1.9,,
E1,27/4/2022,Middlesbrough,Cardiff,2,0,Middlesbrough,Middlesbrough,1,0.6,1.6,4,5.5,-1,Middlesbrough,0.92,1.92,1.98,,
I1,27/4/2022,Fiorentina,Udinese,0,4,Udinese,Fiorentina,0,-1,1.7,4,4.75,-0.75,Udinese,-1,1.8,2.1,,
I1,27/4/2022,Atalanta,Torino,4,4,Draw,Torino,0,-1,1.6,4,5.75,-1,Torino,0,1.91,1.99,,
