Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,prediction,Hit?,odds,B365H,B365D,B365A,AHCh,AHCh_res,AHCh_odds,B365CAHH,B365CAHA,PredictH,PredictD,PredictA
E1,7/3/2020,Barnsley,Cardiff,0,2,Cardiff,Cardiff,1,2,2.35,3.4,3,-0.25,Cardiff,0.79,2.11,1.79,0.290775285,0.351882836,0.357341879
E1,7/3/2020,Birmingham,Reading,1,3,Reading,Birmingham,0,-1,2.05,3.5,3.6,-0.5,Reading,-1,2.01,1.89,0.405285502,0.260690801,0.334023697
E1,7/3/2020,Brentford,Sheffield Weds,5,0,Brentford,Brentford,1,0.57,1.57,3.9,6.25,-1,Brentford,0.98,1.98,1.92,0.591119737,0.228956139,0.179924125
E1,7/3/2020,Charlton,Middlesbrough,0,1,Middlesbrough,Middlesbrough,1,1.45,3,3.25,2.45,0.25,Middlesbrough,0.52,1.86,2.04,0.244934949,0.283845986,0.471219065
E1,7/3/2020,Leeds,Huddersfield,2,0,Leeds,Leeds,1,0.36,1.36,4.75,9.5,-1.25,Leeds,0.54,2.08,1.82,0.527272807,0.276829084,0.195898109
E1,7/3/2020,Preston,QPR,1,3,QPR,QPR,1,2.5,2.05,3.5,3.5,-0.25,QPR,1.07,1.72,2.07,0.280590258,0.295690204,0.423719538
E1,7/3/2020,Stoke,Hull,5,1,Stoke,Stoke,1,0.57,1.57,3.9,6.25,-1,Stoke,0.84,1.84,2.06,0.652974588,0.213850303,0.133175109
E1,7/3/2020,Swansea,West Brom,0,0,Draw,West Brom,0,-1,3.5,3.5,2.1,0.5,Swansea,0,1.89,2.01,0.16667666,0.226955847,0.606367493
E1,7/3/2020,Wigan,Luton,0,0,Draw,Wigan,0,-1,1.7,3.8,5,-0.75,Luton,0,1.9,2,0.675649571,0.206413138,0.117937291
E2,7/3/2020,Accrington,Tranmere,1,2,Tranmere,Accrington,0,-1,1.83,3.6,4.33,-0.75,Tranmere,-1,2.02,1.83,0.516317149,0.270049758,0.213633093
E2,7/3/2020,AFC Wimbledon,Bolton,0,0,Draw,AFC Wimbledon,0,-1,2.05,3.6,3.4,-0.25,Bolton,0,1.9,1.95,0.457225344,0.331964205,0.210810451
E2,7/3/2020,Fleetwood Town,Blackpool,0,0,Draw,Fleetwood Town,0,-1,1.83,3.6,4.33,-0.5,Blackpool,0,1.95,1.9,0.659814657,0.232516783,0.107668561
E2,7/3/2020,Ipswich,Coventry,0,1,Coventry,Coventry,1,1.75,2.62,3.2,2.75,0.25,Coventry,0.55,1.77,2.1,0.095604837,0.302505237,0.601889926
E2,7/3/2020,Lincoln,Burton,3,2,Lincoln,Burton,0,-1,2.4,3.3,3,-0.25,Lincoln,-0.5,2.1,1.77,0.2900854,0.252599936,0.457314663
E2,7/3/2020,Milton Keynes Dons,Doncaster,0,1,Doncaster,Doncaster,1,1.7,2.6,3.4,2.7,0,Doncaster,1,1.85,2,0.314643589,0.303412228,0.381944183
E2,7/3/2020,Peterboro,Portsmouth,2,0,Peterboro,Portsmouth,0,-1,2.2,3.4,3.3,-0.25,Peterboro,-1,1.95,1.9,0.299575722,0.301976397,0.398447881
E2,7/3/2020,Rochdale,Rotherham,3,1,Rochdale,Rotherham,0,-1,5.25,3.8,1.66,0.75,Rochdale,-1,1.9,1.95,0.112462173,0.158578074,0.728959753
E2,7/3/2020,Shrewsbury,Oxford,2,3,Oxford,Oxford,1,1.2,3.4,3.4,2.2,0.25,Oxford,0.51,1.83,2.02,0.103526288,0.235121338,0.661352374
E2,7/3/2020,Southend,Bristol Rvs,3,1,Southend,Southend,1,2.1,3.1,3.4,2.3,0.25,Southend,0.77,1.77,2.1,0.482094506,0.27178945,0.246116045
E2,7/3/2020,Sunderland,Gillingham,2,2,Draw,Sunderland,0,-1,1.83,3.5,4.5,-0.5,Gillingham,0,1.83,2.02,0.467586245,0.390029039,0.142384716
E3,7/3/2020,Scunthorpe,Grimsby,0,2,Grimsby,Scunthorpe,0,-1,2.15,3.4,3.4,-0.25,Grimsby,-1,1.9,1.95,0.384289954,0.248917042,0.366793004
E3,7/3/2020,Carlisle,Colchester,0,3,Colchester,Colchester,1,1.3,3.2,3.25,2.3,0,Colchester,0.8,2,1.8,0.35989858,0.273849785,0.366251635
E3,7/3/2020,Cheltenham,Port Vale,0,0,Draw,Cheltenham,0,-1,1.9,3.3,4.5,-0.5,Port Vale,0,2.05,1.8,0.46089221,0.302501576,0.236606214
E3,7/3/2020,Crawley Town,Oldham,3,0,Crawley Town,Crawley Town,1,1.4,2.4,3.4,2.9,0,Crawley Town,0.8,1.8,2.05,0.43609113,0.272449454,0.291459416
E3,7/3/2020,Crewe,Stevenage,3,1,Crewe,Crewe,1,0.45,1.45,4.5,7,-1.25,Crewe,0.49,1.98,1.88,0.757969817,0.179731088,0.062299095
E3,7/3/2020,Leyton Orient,Cambridge,2,1,Leyton Orient,Leyton Orient,1,1.2,2.2,3.25,3.5,-0.25,Leyton Orient,0.5,2,1.85,0.381041491,0.283136882,0.335821627
E3,7/3/2020,Newport County,Morecambe,1,0,Newport County,Morecambe,0,-1,1.85,3.6,4.33,-0.5,Newport County,-1,1.9,1.95,0.159101672,0.270012372,0.570885956
E3,7/3/2020,Northampton,Mansfield,1,2,Mansfield,Northampton,0,-1,1.9,3.6,3.9,-0.5,Mansfield,-1,1.98,1.88,0.70966544,0.184198386,0.106136174
E3,7/3/2020,Plymouth,Macclesfield,3,0,Plymouth,Plymouth,1,0.53,1.53,3.75,7.5,-1,Plymouth,1.05,2.05,1.8,0.667763125,0.234109715,0.09812716
E3,7/3/2020,Salford,Bradford,2,0,Salford,Salford,1,1,2,3.3,4,-0.25,Salford,0.85,1.85,2,0.510031564,0.258716875,0.23125156
E3,7/3/2020,Swindon,Forest Green,0,2,Forest Green,Swindon,0,-1,1.72,4,4.4,-0.5,Forest Green,-1,1.88,1.98,0.834376769,0.116826137,0.048797095
E3,7/3/2020,Walsall,Exeter,3,1,Walsall,Exeter,0,-1,3.1,3.25,2.37,0.25,Walsall,-1,1.8,2.05,0.281266758,0.233759884,0.484973359
EC,7/3/2020,Aldershot,Dag and Red,0,1,Dag and Red,Aldershot,0,-1,2.2,3.4,3.2,0,Dag and Red,-1,1.88,1.93,0.346586692,0.331858656,0.321554652
EC,7/3/2020,Barrow,Notts County,0,2,Notts County,Barrow,0,-1,1.8,3.6,4.33,-0.75,Notts County,-1,1.67,2.15,0.581185316,0.247129893,0.171684791
EC,7/3/2020,Chorley,Chesterfield,1,2,Chesterfield,Chesterfield,1,1.5,2.8,3.25,2.5,0.25,Chesterfield,0.465,1.88,1.93,0.074309078,0.159469878,0.766221044
EC,7/3/2020,Dover Athletic,Yeovil,0,1,Yeovil,Dover Athletic,0,-1,2.5,3.4,2.7,0,Yeovil,-1,2.05,1.75,0.363664444,0.281344194,0.354991361
EC,7/3/2020,Fylde,Solihull,0,0,Draw,Solihull,0,-1,2.37,3.4,2.9,-0.25,Solihull,0,2.05,1.75,0.185673013,0.273340007,0.540986979
EC,7/3/2020,Halifax,Woking,0,2,Woking,Halifax,0,-1,2.55,3.3,2.7,-0.25,Woking,-1,1.98,1.83,0.465428871,0.302855478,0.23171565
EC,7/3/2020,Hartlepool,Ebbsfleet,0,1,Ebbsfleet,Hartlepool,0,-1,1.55,4.2,5.75,-1.25,Ebbsfleet,-1,1.98,1.83,0.779367426,0.161052901,0.059579673
EC,7/3/2020,Maidenhead,Boreham Wood,0,1,Boreham Wood,Boreham Wood,1,1.1,3.5,3.3,2.1,0.5,Boreham Wood,0.88,1.93,1.88,0.079433859,0.149760333,0.770805808
EC,7/3/2020,Stockport,Barnet,1,1,Draw,Barnet,0,-1,2.6,3.4,2.6,0.25,Stockport,0,1.95,1.85,0.219358319,0.305584035,0.475057646
EC,7/3/2020,Sutton,Torquay,2,0,Sutton,Sutton,1,0.95,1.95,3.5,3.8,-0.5,Sutton,0.9,1.9,1.9,0.379939377,0.35393818,0.266122443
EC,7/3/2020,Wrexham,Eastleigh,0,0,Draw,Wrexham,0,-1,2,3.5,3.6,-0.5,Eastleigh,0,1.98,1.83,0.539722861,0.247506244,0.212770895
EC,7/3/2020,Harrogate,Bromley,1,1,Draw,Harrogate,0,-1,1.83,3.75,4,-0.5,Bromley,0,1.8,2,0.757622895,0.158410395,0.08396671
SC0,7/3/2020,Aberdeen,Hibernian,3,1,Aberdeen,Hibernian,0,-1,2,3.5,3.6,-0.25,Aberdeen,-1,1.83,2.02,0.338403066,0.284915216,0.376681719
SC0,7/3/2020,Celtic,St Mirren,5,0,Celtic,Celtic,1,0.12,1.12,8,21,-2.5,Celtic,1,2,1.85,0.829673947,0.117907467,0.052418585
SC0,7/3/2020,Hamilton,Kilmarnock,1,0,Hamilton,Kilmarnock,0,-1,3.2,3.4,2.2,0.25,Hamilton,-1,2.05,1.8,0.289003702,0.228853142,0.482143157
SC0,7/3/2020,Hearts,Motherwell,1,1,Draw,Motherwell,0,-1,2.05,3.75,3.25,-0.5,Motherwell,0,1.9,1.95,0.346278537,0.274283814,0.379437649
SC0,7/3/2020,St Johnstone,Livingston,1,0,St Johnstone,Livingston,0,-1,2.5,3.25,2.8,0,St Johnstone,-1,1.83,2.02,0.194535749,0.265285007,0.540179244
SC1,7/3/2020,Alloa,Inverness C,2,0,Alloa,Inverness C,0,-1,4.2,3.5,1.85,0.75,Alloa,-1,2,1.85,0.239443623,0.266157307,0.49439907
SC1,7/3/2020,Ayr,Dundee,0,0,Draw,Draw,1,2.3,2.4,3.3,2.87,0.25,Ayr,0,1.8,2.05,0.285167316,0.467562486,0.247270199
SC1,7/3/2020,Dundee United,Partick,1,1,Draw,Dundee United,0,-1,1.5,4.75,5.25,-0.75,Partick,0,1.8,2.05,0.551583117,0.323083936,0.125332947
SC1,7/3/2020,Dunfermline,Queen of Sth,1,1,Draw,Dunfermline,0,-1,1.75,3.5,4.75,-0.75,Queen of Sth,0,1.9,1.95,0.689749691,0.211241602,0.099008707
SC1,7/3/2020,Morton,Arbroath,1,1,Draw,Arbroath,0,-1,2.2,3.4,3.2,-0.25,Arbroath,0,1.88,1.98,0.310115234,0.308769556,0.38111521
SC2,7/3/2020,Airdrie Utd,East Fife,1,0,Airdrie Utd,Draw,0,-1,1.95,3.6,3.6,-0.25,Airdrie Utd,-0.5,1.85,2,0.353700224,0.384507392,0.261792384
SC2,7/3/2020,Clyde,Dumbarton,2,0,Clyde,Dumbarton,0,-1,1.9,3.8,3.5,-0.75,Clyde,-1,2,1.85,0.260242794,0.302083447,0.437673759
SC2,7/3/2020,Falkirk,Peterhead,3,0,Falkirk,Falkirk,1,0.33,1.33,5.5,7.5,-1.25,Falkirk,0.83,1.83,2.02,0.683903193,0.207953823,0.108142984
SC2,7/3/2020,Montrose,Stranraer,4,1,Montrose,Montrose,1,0.5,1.5,4.33,6,-1,Montrose,0.95,1.95,1.9,0.64541791,0.190084093,0.164497997
SC2,7/3/2020,Raith Rvs,Forfar,2,1,Raith Rvs,Raith Rvs,1,0.45,1.45,4.75,6,-1.25,Forfar,-0.5,1.98,1.88,0.57951681,0.278300421,0.142182769
SC3,7/3/2020,Annan Athletic,Cowdenbeath,0,0,Draw,Cowdenbeath,0,-1,2.37,3.75,2.62,-0.25,Cowdenbeath,0,1.95,1.9,0.139682858,0.183247832,0.67706931
SC3,7/3/2020,Cove Rangers,Brechin,3,2,Cove Rangers,Cove Rangers,1,0.12,1.12,9,15,-2.25,Brechin,-1,1.97,1.82,0.924891414,0.05798844,0.017120147
SC3,7/3/2020,Edinburgh City,Albion Rvs,3,0,Edinburgh City,Edinburgh City,1,0.45,1.45,4.2,6.5,-1,Edinburgh City,0.88,1.88,1.98,0.534364147,0.293462062,0.17217379
SC3,7/3/2020,Elgin,Stirling,3,1,Elgin,Draw,0,-1,2.2,3.75,2.9,-0.25,Elgin,-1,1.83,2.02,0.331417389,0.339293351,0.32928926
SC3,7/3/2020,Stenhousemuir,Queens Park,0,0,Draw,Queens Park,0,-1,2.87,3.75,2.25,0.25,Stenhousemuir,0,2.02,1.83,0.211437298,0.345825915,0.442736787
D1,7/3/2020,Freiburg,Union Berlin,3,1,Freiburg,Union Berlin,0,-1,2.3,3.4,3.1,-0.25,Freiburg,-1,2.08,1.82,0.144704822,0.30818358,0.547111598
D1,7/3/2020,Hertha,Werder Bremen,2,2,Draw,Hertha,0,-1,2.1,3.5,3.4,-0.25,Werder Bremen,0,2,1.93,0.688895434,0.216735579,0.094368988
D1,7/3/2020,Leverkusen,Ein Frankfurt,4,0,Leverkusen,Leverkusen,1,0.65,1.65,4.2,5,-0.75,Leverkusen,1.05,2.05,1.88,0.64589256,0.211532723,0.142574717
D1,7/3/2020,Schalke 04,Hoffenheim,1,1,Draw,Hoffenheim,0,-1,2.2,3.6,3.2,0,Draw,0,1.99,1.94,0.208185244,0.302490935,0.489323821
D1,7/3/2020,Wolfsburg,RB Leipzig,0,0,Draw,RB Leipzig,0,-1,3.8,3.8,1.9,0.25,Wolfsburg,0,2.02,1.77,0.119299543,0.15483744,0.725863017
D1,7/3/2020,M'gladbach,Dortmund,1,2,Dortmund,Dortmund,1,1.15,3.1,3.9,2.15,0.25,Dortmund,0.415,2.1,1.83,0.148281501,0.159246565,0.692471934
D2,7/3/2020,Darmstadt,Bochum,0,0,Draw,Darmstadt,0,-1,2.15,3.3,3.4,-0.25,Bochum,0,1.93,1.93,0.584292832,0.206697792,0.209009376
D2,7/3/2020,Hamburg,Regensburg,2,1,Hamburg,Hamburg,1,0.4,1.4,4.5,7.5,-1.25,Regensburg,-0.5,1.95,1.9,0.486364259,0.249333727,0.264302014
D2,7/3/2020,Heidenheim,Karlsruhe,3,1,Heidenheim,Heidenheim,1,0.95,1.95,3.4,3.8,-0.5,Heidenheim,0.98,1.98,1.88,0.446622891,0.386208939,0.167168171
SP1,7/3/2020,Eibar,Mallorca,1,2,Mallorca,Eibar,0,-1,1.7,3.6,5.25,-0.5,Mallorca,-1,1.87,2.06,0.49343261,0.297890104,0.208677286
SP1,7/3/2020,Ath Madrid,Sevilla,2,2,Draw,Sevilla,0,-1,1.9,3.4,4.33,-0.25,Sevilla,0,1.75,2.05,0.301173426,0.290863125,0.407963449
SP1,7/3/2020,Barcelona,Sociedad,1,0,Barcelona,Barcelona,1,0.33,1.33,5.5,8.5,-1.5,Sociedad,-1,2.03,1.9,0.461699004,0.228294427,0.310006569
SP1,7/3/2020,Getafe,Celta,0,0,Draw,Getafe,0,-1,1.85,3.3,4.75,-0.5,Celta,0,1.86,2.07,0.378397876,0.377971583,0.24363054
SP2,7/3/2020,Extremadura UD,Oviedo,1,2,Oviedo,Oviedo,1,1.87,2.7,2.87,2.87,0,Oviedo,0.98,1.88,1.98,0.352656891,0.279194565,0.368148544
SP2,7/3/2020,Girona,Albacete,1,1,Draw,Girona,0,-1,1.61,3.5,6,-0.75,Albacete,0,1.75,2.13,0.473716534,0.296726041,0.229557424
SP2,7/3/2020,Huesca,Fuenlabrada,2,0,Huesca,Huesca,1,0.75,1.75,3.4,5,-0.75,Huesca,1.02,2.02,1.77,0.377229556,0.310964388,0.311806056
SP2,7/3/2020,Numancia,Santander,1,2,Santander,Numancia,0,-1,1.8,3.4,4.75,-0.5,Santander,-1,2.05,1.8,0.361672165,0.305314267,0.333013567
SP2,7/3/2020,Almeria,La Coruna,4,0,Almeria,La Coruna,0,-1,1.85,3.2,4.75,-0.5,Almeria,-1,2.1,1.77,0.312725815,0.278235302,0.409038883
I2,7/3/2020,Cittadella,Pordenone,0,2,Pordenone,Cittadella,0,-1,2,3.3,3.75,-0.5,Pordenone,-1,2.05,1.75,0.524290847,0.275673315,0.200035838
I2,7/3/2020,Empoli,Trapani,1,1,Draw,Empoli,0,-1,1.7,3.75,4.75,-0.75,Trapani,0,2.05,1.8,0.491403073,0.250479399,0.258117528
I2,7/3/2020,Frosinone,Cremonese,0,2,Cremonese,Frosinone,0,-1,1.65,3.5,5.75,-0.5,Cremonese,-1,1.85,2,0.515947753,0.314979091,0.169073156
I2,7/3/2020,Perugia,Salernitana,1,0,Perugia,Salernitana,0,-1,2.1,3.1,3.8,-0.25,Perugia,-0.5,1.85,2,0.163178737,0.299509154,0.537312109
I2,7/3/2020,Venezia,Crotone,1,3,Crotone,Crotone,1,1.25,3.2,3.25,2.25,0.25,Crotone,0.88,1.98,1.88,0.182787499,0.251141695,0.566070806
I2,7/3/2020,Pisa,Livorno,1,0,Pisa,Pisa,1,1.1,2.1,3.1,3.8,-0.25,Pisa,0.465,1.93,1.93,0.515370593,0.271223222,0.213406185
F1,7/3/2020,Angers,Nantes,2,0,Angers,Draw,0,-1,2.3,3,3.5,0,Angers,-1,1.79,2.15,0.221487506,0.394770868,0.383741626
F1,7/3/2020,Dijon,Toulouse,2,1,Dijon,Dijon,1,0.83,1.83,3.6,4.5,-0.75,Dijon,0.51,2.02,1.77,0.735066149,0.203977984,0.060955867
F1,7/3/2020,Metz,Nimes,2,1,Metz,Nimes,0,-1,2.4,3.2,3.1,-0.25,Metz,-0.5,2.06,1.87,0.2954443,0.296742944,0.407812756
F1,7/3/2020,Nice,Monaco,2,1,Nice,Nice,1,2.4,3.4,3.6,2.1,0.25,Nice,1.06,2.06,1.87,0.399219361,0.249749306,0.351031333
F1,7/3/2020,Reims,Brest,1,0,Reims,Reims,1,0.8,1.8,3.6,4.75,-0.5,Reims,1.01,2.01,1.92,0.353120009,0.32539459,0.321485401
F2,7/3/2020,Ajaccio,Lorient,1,0,Ajaccio,Ajaccio,1,2.1,3.1,3,2.45,0,Ajaccio,1.13,2.13,1.75,0.404081138,0.261011527,0.334907336
B1,7/3/2020,Anderlecht,Waregem,7,0,Anderlecht,Anderlecht,1,0.4,1.4,4.5,8,-1.5,Anderlecht,0.83,1.83,2.02,0.673866284,0.205862173,0.120271542
B1,7/3/2020,Club Brugge,Cercle Brugge,2,1,Club Brugge,Club Brugge,1,0.33,1.33,5,8,-1.25,Cercle Brugge,-0.5,1.93,1.93,0.523884504,0.344278816,0.13183668
B1,7/3/2020,Gent,Charleroi,1,4,Charleroi,Charleroi,1,3.33,1.8,3.75,4.33,-0.5,Charleroi,0.9,1.95,1.9,0.272235963,0.307617814,0.420146222
B1,7/3/2020,Kortrijk,Antwerp,0,1,Antwerp,Antwerp,1,1.3,2.8,3.6,2.3,0.25,Antwerp,0.55,1.77,2.1,0.235281659,0.275028667,0.489689674
B1,7/3/2020,Mechelen,Eupen,1,1,Draw,Mechelen,0,-1,1.45,4,7.5,-1,Eupen,0,1.88,1.98,0.611174617,0.196745365,0.192080018
B1,7/3/2020,Mouscron,Waasland-Beveren,1,0,Mouscron,Mouscron,1,1.05,2.05,3.5,3.5,-0.25,Mouscron,0.465,1.93,1.93,0.65395454,0.219772775,0.126272685
B1,7/3/2020,Oostende,Genk,2,4,Genk,Genk,1,1,3.4,3.6,2,0.5,Genk,0.93,1.93,1.93,0.094158029,0.165600528,0.740241442
B1,7/3/2020,Standard,St Truiden,0,0,Draw,Standard,0,-1,1.36,5,8.5,-1.5,St Truiden,0,2.02,1.77,0.659754426,0.214425798,0.125819775
N1,7/3/2020,AZ Alkmaar,Den Haag,4,0,AZ Alkmaar,AZ Alkmaar,1,0.12,1.12,7.5,21,-2.25,AZ Alkmaar,1,2,1.9,0.808642171,0.155810934,0.035546894
N1,7/3/2020,FC Emmen,VVV Venlo,3,0,FC Emmen,VVV Venlo,0,-1,1.85,3.6,3.8,-0.5,FC Emmen,-1,2.01,1.89,0.258940634,0.342720008,0.398339358
N1,7/3/2020,Vitesse,Twente,1,0,Vitesse,Vitesse,1,0.57,1.57,4.33,5,-0.5,Vitesse,0.9,1.9,2,0.49797701,0.236184687,0.265838303
N1,7/3/2020,Heerenveen,Ajax,1,3,Ajax,Ajax,1,0.5,5.25,4.75,1.5,1.25,Ajax,0.455,1.99,1.91,0.086110008,0.113897851,0.79999214
P1,7/3/2020,Tondela,Boavista,1,1,Draw,Draw,1,2,2.55,3,3,-0.25,Boavista,0,2.13,1.78,0.233820184,0.435018533,0.331161282
P1,7/3/2020,Setubal,Benfica,1,1,Draw,Benfica,0,-1,8.5,4.75,1.33,1.5,Setubal,0,1.83,2.07,0.064842626,0.181362996,0.753794379
P1,7/3/2020,Porto,Rio Ave,1,1,Draw,Porto,0,-1,1.3,5.25,9.5,-1.25,Rio Ave,0,2.04,1.86,0.584116279,0.259184915,0.156698806
T1,7/3/2020,Yeni Malatyaspor,Konyaspor,1,1,Draw,Draw,1,2.2,2.25,3.2,3.25,-0.25,Konyaspor,0,2.1,1.77,0.312088416,0.437092721,0.250818863
T1,7/3/2020,Gaziantep,Trabzonspor,1,1,Draw,Trabzonspor,0,-1,3.75,3.6,1.9,0.25,Gaziantep,0,1.98,1.88,0.109698525,0.153689243,0.736612232
T1,7/3/2020,Goztep,Buyuksehyr,0,3,Buyuksehyr,Buyuksehyr,1,1.5,2.87,3.2,2.5,0.25,Buyuksehyr,1,1.85,2,0.15510847,0.234858641,0.610032889
T1,7/3/2020,Fenerbahce,Denizlispor,2,2,Draw,Fenerbahce,0,-1,1.36,5,8,-1.5,Denizlispor,0,2.02,1.83,0.676376552,0.218128249,0.105495199
E0,8/3/2020,Chelsea,Everton,4,0,Chelsea,Everton,0,-1,1.8,3.9,4.2,-0.5,Chelsea,-1,1.85,2.05,0.259851342,0.213891431,0.526257227
E0,8/3/2020,Man United,Man City,2,0,Man United,Man City,0,-1,5,4.33,1.6,0.75,Man United,-1,1.87,2.03,0.239982383,0.31668949,0.443328127
E1,8/3/2020,Derby,Blackburn,3,0,Derby,Blackburn,0,-1,2.3,3.2,3.1,-0.25,Derby,-1,2.11,1.79,0.251941016,0.231669135,0.51638985
SC0,8/3/2020,Ross County,Rangers,0,1,Rangers,Rangers,1,0.2,11,7,1.2,1.75,Ross County,-0.5,1.88,1.98,0.115841536,0.201002039,0.683156425
D1,8/3/2020,Bayern Munich,Augsburg,2,0,Bayern Munich,Bayern Munich,1,0.11,1.11,10,21,-2.75,Augsburg,-0.5,1.94,1.99,0.9644186,0.027449631,0.008131769
D1,8/3/2020,Mainz,Fortuna Dusseldorf,1,1,Draw,Mainz,0,-1,1.9,3.75,3.8,-0.5,Fortuna Dusseldorf,0,2.01,1.92,0.490734448,0.234904461,0.274361092
D2,8/3/2020,Dresden,Erzgebirge Aue,2,1,Dresden,Erzgebirge Aue,0,-1,2.5,3.1,2.9,0,Dresden,-1,1.85,2,0.180973881,0.327788483,0.491237637
D2,8/3/2020,Holstein Kiel,Greuther Furth,1,1,Draw,Greuther Furth,0,-1,1.83,3.5,4.33,-0.5,Greuther Furth,0,1.77,2.02,0.21396329,0.200747039,0.585289671
D2,8/3/2020,Sandhausen,St Pauli,2,2,Draw,St Pauli,0,-1,2.4,3.25,2.9,-0.25,St Pauli,0,2.1,1.77,0.135843294,0.251184534,0.612972172
SP1,8/3/2020,Osasuna,Espanol,1,0,Osasuna,Espanol,0,-1,2.4,3.25,3,0,Osasuna,-1,1.81,2.13,0.353315441,0.225492589,0.42119197
SP1,8/3/2020,Valladolid,Ath Bilbao,1,4,Ath Bilbao,Draw,0,-1,3,2.8,2.75,0,Ath Bilbao,-1,1.99,1.94,0.289199533,0.44487553,0.265924937
SP1,8/3/2020,Levante,Granada,1,1,Draw,Granada,0,-1,2.05,3.4,3.75,-0.25,Granada,0,1.83,2.1,0.230510277,0.335184912,0.434304811
SP1,8/3/2020,Villarreal,Leganes,1,2,Leganes,Villarreal,0,-1,1.75,3.6,5,-0.75,Leganes,-1,2.07,1.72,0.464631767,0.308566562,0.226801672
SP1,8/3/2020,Betis,Real Madrid,2,1,Betis,Real Madrid,0,-1,4.5,4,1.72,0.75,Betis,-1,1.94,1.99,0.072456579,0.177697226,0.749846195
SP2,8/3/2020,Vallecano,Elche,2,3,Elche,Draw,0,-1,2,3.2,4,-0.5,Elche,-1,1.83,2.02,0.303942727,0.4100747,0.285982574
SP2,8/3/2020,Malaga,Zaragoza,0,1,Zaragoza,Zaragoza,1,1.9,2.6,3,2.9,0,Zaragoza,1.02,1.77,2.02,0.323054426,0.314601944,0.362343629
SP2,8/3/2020,Alcorcon,Mirandes,1,2,Mirandes,Mirandes,1,2.75,2.1,3.1,3.75,-0.25,Mirandes,1.05,1.8,2.05,0.329665432,0.232652669,0.4376819
SP2,8/3/2020,Sp Gijon,Las Palmas,4,0,Sp Gijon,Draw,0,-1,2,3.2,4,-0.5,Sp Gijon,-1,2.02,1.83,0.337578638,0.351544841,0.310876521
SP2,8/3/2020,Tenerife,Ponferradina,1,0,Tenerife,Draw,0,-1,2.05,3.1,4,-0.25,Tenerife,-0.5,1.88,1.98,0.359433813,0.362888168,0.27767802
I1,8/3/2020,Parma,Spal,0,1,Spal,Parma,0,-1,2,3.4,3.8,-0.25,Spal,-1,1.9,2,0.616394194,0.253953628,0.129652177
I1,8/3/2020,Milan,Genoa,1,2,Genoa,Genoa,1,4.25,1.66,3.8,5.25,-1,Genoa,0.85,2.05,1.85,0.298130885,0.298546523,0.403322592
I1,8/3/2020,Sampdoria,Verona,2,1,Sampdoria,Verona,0,-1,2.6,3.2,2.8,0,Sampdoria,-1,1.8,2.1,0.131107098,0.237216588,0.631676314
I1,8/3/2020,Udinese,Fiorentina,0,0,Draw,Fiorentina,0,-1,2.9,3.25,2.5,0,Draw,0,1.98,1.92,0.261691277,0.344161556,0.394147167
I1,8/3/2020,Juventus,Inter,2,0,Juventus,Inter,0,-1,2.25,3.3,3.3,-0.25,Juventus,-1,1.82,2.08,0.377479432,0.242527492,0.379993075
I2,8/3/2020,Juve Stabia,Spezia,3,1,Juve Stabia,Spezia,0,-1,3.2,3.2,2.25,0.5,Juve Stabia,-1,1.93,1.93,0.127824609,0.178702179,0.693473211
I2,8/3/2020,Virtus Entella,Ascoli,3,0,Virtus Entella,Ascoli,0,-1,2.1,3.3,3.5,-0.5,Virtus Entella,-1,2.05,1.75,0.384277528,0.228721156,0.387001316
I2,8/3/2020,Benevento,Pescara,4,0,Benevento,Benevento,1,0.5,1.5,4.33,6.5,-1.25,Benevento,1.02,2.02,1.83,0.820393291,0.130129334,0.049477375
F1,8/3/2020,St Etienne,Bordeaux,1,1,Draw,Bordeaux,0,-1,2.3,3.2,3.3,-0.25,Bordeaux,0,2.03,1.9,0.142149418,0.199914001,0.657936581
F1,8/3/2020,Rennes,Montpellier,5,0,Rennes,Draw,0,-1,2.05,3.4,3.75,-0.25,Rennes,-1,1.97,1.96,0.336385069,0.348351233,0.315263697
F1,8/3/2020,Lille,Lyon,1,0,Lille,Lille,1,1.15,2.15,3.25,3.6,-0.25,Lille,0.445,1.89,2.04,0.378198269,0.33972633,0.282075401
N1,8/3/2020,Utrecht,Sparta Rotterdam,5,1,Utrecht,Utrecht,1,0.57,1.57,4.2,5.25,-0.75,Utrecht,0.85,1.85,2.05,0.400437914,0.235444855,0.364117231
N1,8/3/2020,Feyenoord,Willem II,2,0,Feyenoord,Feyenoord,1,0.44,1.44,4.5,6.5,-1.25,Feyenoord,0.5,2,1.9,0.506807196,0.229295891,0.263896913
N1,8/3/2020,Heracles,Waalwijk,4,2,Heracles,Heracles,1,0.45,1.45,4.5,5.5,-1.25,Heracles,0.505,2.01,1.89,0.523285595,0.358760968,0.117953438
N1,8/3/2020,Groningen,PSV Eindhoven,0,1,PSV Eindhoven,PSV Eindhoven,1,1.25,3.2,3.3,2.25,0.25,PSV Eindhoven,0.53,1.84,2.06,0.145187808,0.291508377,0.563303814
P1,8/3/2020,Belenenses,Famalicao,0,0,Draw,Belenenses,0,-1,2.87,3.3,2.4,0.25,Belenenses,0,1.84,2.06,0.39076775,0.247565772,0.361666478
