Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,prediction,Hit?,odds,B365H,B365D,B365A,AHCh,AHCh_res,AHCh_odds,B365CAHH,B365CAHA,PredictH,PredictD,PredictA
SP2,28/9/2019,Elche,Ponferradina,1,0,Elche,Ponferradina,0,-1,2.2,3,3.6,-0.5,Elche,-1,1.9,1.95,0.313183407,0.290363497,0.396453096
SP2,28/9/2019,Santander,Numancia,0,0,Draw,Numancia,0,-1,2,3,4.33,-0.5,Numancia,0,1.98,1.88,0.31889649,0.283937436,0.397166074
I1,28/9/2019,Juventus,Spal,2,0,Juventus,Juventus,1,0.22,1.22,6,13,-2,Draw,0,2,1.8,0.644817552,0.215443318,0.139739129
I1,28/9/2019,Sampdoria,Inter,1,3,Inter,Inter,1,0.65,5.25,3.8,1.65,0.75,Inter,0.93,2,1.93,0.066660811,0.202716222,0.730622967
I1,28/9/2019,Sassuolo,Atalanta,1,4,Atalanta,Atalanta,1,1.05,3.5,3.6,2.05,0.75,Atalanta,1,1.93,2,0.261908681,0.238380882,0.499710437
I2,28/9/2019,Frosinone,Cosenza,1,1,Draw,Cosenza,0,-1,1.75,3.4,5,-0.75,Cosenza,0,2.05,1.8,0.324940522,0.328073295,0.346986183
I2,28/9/2019,Juve Stabia,Cittadella,0,1,Cittadella,Cittadella,1,1.62,2.75,3.1,2.62,0,Cittadella,0.83,2.02,1.83,0.205804174,0.272963894,0.521231932
I2,28/9/2019,Venezia,Pisa,1,1,Draw,Pisa,0,-1,2.5,3.1,2.9,-0.25,Pisa,0,2.13,1.75,0.30371826,0.267032925,0.429248815
I2,28/9/2019,Empoli,Perugia,3,0,Empoli,Empoli,1,0.95,1.95,3.3,4,-0.25,Empoli,0.83,1.83,2.02,0.357546793,0.299891239,0.342561968
F1,28/9/2019,Lyon,Nantes,0,1,Nantes,Nantes,1,6,1.55,3.8,7,-1,Nantes,1.04,1.89,2.04,0.30665464,0.301794392,0.391550969
F1,28/9/2019,Bordeaux,Paris SG,0,1,Paris SG,Paris SG,1,0.5,6,4.75,1.5,1.25,Bordeaux,-0.5,1.93,2,0.294901475,0.277836094,0.427262431
F1,28/9/2019,Angers,Amiens,1,1,Draw,Angers,0,-1,1.75,3.4,5.5,-0.75,Amiens,0,1.91,2.02,0.669003704,0.18608988,0.144906417
F1,28/9/2019,Metz,Toulouse,2,2,Draw,Draw,1,2.25,2.1,3.25,3.8,-0.25,Toulouse,0,1.84,2.09,0.310843483,0.349763107,0.339393409
F1,28/9/2019,Monaco,Brest,4,1,Monaco,Brest,0,-1,1.5,4,7.5,-1.25,Monaco,-1,1.93,2,0.360331527,0.249708932,0.389959541
F1,28/9/2019,Nice,Lille,1,1,Draw,Lille,0,-1,2.9,3.2,2.55,0.25,Nice,0,1.8,2.14,0.192731668,0.22241548,0.584852852
F1,28/9/2019,Reims,Dijon,1,2,Dijon,Draw,0,-1,1.72,3.4,5.75,-0.75,Dijon,-1,1.99,1.94,0.447173156,0.467382393,0.085444451
F2,28/9/2019,Lens,Paris FC,2,1,Lens,Lens,1,0.53,1.53,3.8,6.5,-0.75,Lens,0.475,1.95,1.9,0.616615268,0.266848025,0.116536707
B1,28/9/2019,Mechelen,Club Brugge,0,5,Club Brugge,Club Brugge,1,0.5,6,4.33,1.5,1.25,Club Brugge,0.88,1.98,1.88,0.164714515,0.234682748,0.600602737
B1,28/9/2019,Cercle Brugge,Eupen,1,2,Eupen,Cercle Brugge,0,-1,2,3.6,3.25,-0.25,Eupen,-1,1.93,1.93,0.435314212,0.280007661,0.284678126
B1,28/9/2019,Gent,Kortrijk,2,0,Gent,Gent,1,0.3,1.3,5.5,9,-1.75,Gent,0.45,1.9,1.95,0.668653961,0.170126591,0.161219448
B1,28/9/2019,Mouscron,Waregem,2,2,Draw,Mouscron,0,-1,2.15,3.5,2.9,-0.25,Waregem,0,1.8,2.05,0.356531902,0.317282062,0.326186036
B1,28/9/2019,St Truiden,Genk,3,3,Draw,Genk,0,-1,4.75,3.8,1.7,1,St Truiden,0,2,1.85,0.338469259,0.315248248,0.346282493
N1,28/9/2019,VVV Venlo,Heerenveen,0,3,Heerenveen,Heerenveen,1,1.05,3.3,3.6,2.05,0.25,Heerenveen,0.67,2.15,1.67,0.313584758,0.328980597,0.357434646
N1,28/9/2019,Ajax,Groningen,2,0,Ajax,Ajax,1,0.12,1.12,9,15,-2.5,Groningen,-1,1.96,1.94,0.751435921,0.159999107,0.088564972
N1,28/9/2019,For Sittard,Sparta Rotterdam,0,0,Draw,Sparta Rotterdam,0,-1,3.6,4,1.85,0.75,For Sittard,0,1.88,2.02,0.161598773,0.160129682,0.678271545
P1,28/9/2019,Maritimo,Moreirense,2,1,Maritimo,Moreirense,0,-1,2.4,3.2,3,-0.25,Maritimo,-0.5,2.14,1.77,0.290312272,0.256740516,0.452947212
P1,28/9/2019,Benfica,Setubal,1,0,Benfica,Benfica,1,0.12,1.12,8,21,-2,Setubal,-1,1.97,1.93,0.48665836,0.397293931,0.116047709
P1,28/9/2019,Famalicao,Belenenses,3,1,Famalicao,Famalicao,1,0.8,1.8,3.5,4.5,-0.75,Famalicao,0.86,1.86,2.04,0.60123899,0.255807848,0.142953162
T1,28/9/2019,Denizlispor,Kasimpasa,0,1,Kasimpasa,Draw,0,-1,1.95,3.5,3.8,-0.5,Kasimpasa,-1,1.8,2,0.356585314,0.369569143,0.273845543
T1,28/9/2019,Alanyaspor,Sivasspor,1,1,Draw,Alanyaspor,0,-1,1.75,3.6,4.75,-0.75,Sivasspor,0,2,1.85,0.433934692,0.265241176,0.300824132
T1,28/9/2019,Galatasaray,Fenerbahce,0,0,Draw,Fenerbahce,0,-1,2.05,3.3,3.6,-0.5,Fenerbahce,0,2.02,1.83,0.325564361,0.271088384,0.403347255
G1,28/9/2019,Aris,Larisa,2,3,Larisa,Aris,0,-1,1.61,3.6,6,-0.75,Larisa,-1,1.8,2.05,0.362246452,0.323285747,0.314467801
G1,28/9/2019,Atromitos,Panetolikos,2,0,Atromitos,Atromitos,1,0.85,1.85,3.5,4.2,-0.75,Atromitos,0.8,1.8,2.05,0.437789155,0.258289988,0.303920857
G1,28/9/2019,Olympiakos,Lamia,2,0,Olympiakos,Olympiakos,1,0.16,1.16,7,15,-2.25,Lamia,-0.5,1.93,1.93,0.556833403,0.282144024,0.161022572
E0,29/9/2019,Leicester,Newcastle,5,0,Leicester,Leicester,1,0.5,1.5,4,7.5,-1,Leicester,0.93,1.93,2,0.492135657,0.320293349,0.187570994
E1,29/9/2019,Barnsley,Brentford,1,3,Brentford,Draw,0,-1,3.8,3.5,2,0.5,Brentford,-1,2,1.9,0.163865328,0.46533341,0.370801262
D1,29/9/2019,Fortuna Dusseldorf,Freiburg,1,2,Freiburg,Freiburg,1,1.87,2.37,3.4,2.87,-0.25,Freiburg,0.67,2.15,1.67,0.208212128,0.234440702,0.55734717
D1,29/9/2019,FC Koln,Hertha,0,4,Hertha,FC Koln,0,-1,2.15,3.6,3.3,-0.25,Hertha,-1,1.88,2.05,0.373535226,0.277606418,0.348858356
D2,29/9/2019,Erzgebirge Aue,Dresden,4,1,Erzgebirge Aue,Dresden,0,-1,2.37,3.6,2.7,-0.25,Erzgebirge Aue,-1,2,1.85,0.300541008,0.275540017,0.423918975
D2,29/9/2019,Greuther Furth,Holstein Kiel,0,3,Holstein Kiel,Greuther Furth,0,-1,2.2,3.75,2.87,-0.25,Holstein Kiel,-1,1.9,1.95,0.512571061,0.272257935,0.215171004
D2,29/9/2019,St Pauli,Sandhausen,2,0,St Pauli,St Pauli,1,1.4,2.4,3.5,2.8,-0.25,St Pauli,1,2,1.85,0.430904413,0.303751102,0.265344485
SP1,29/9/2019,Espanol,Valladolid,0,2,Valladolid,Valladolid,1,3.2,1.95,3.3,4.2,-0.25,Valladolid,1.13,1.81,2.13,0.284776323,0.305209406,0.410014271
SP1,29/9/2019,Eibar,Celta,2,0,Eibar,Eibar,1,1.25,2.25,3.3,3.25,-0.25,Eibar,0.99,1.99,1.94,0.388261766,0.314550678,0.297187556
SP1,29/9/2019,Alaves,Mallorca,2,0,Alaves,Mallorca,0,-1,2.2,3.2,3.5,-0.25,Alaves,-1,2.05,1.88,0.303972762,0.347035969,0.34899127
SP1,29/9/2019,Levante,Osasuna,1,1,Draw,Draw,1,2.5,2.15,3.5,3.4,-0.25,Osasuna,0,2.03,1.9,0.342390333,0.374693177,0.282916489
SP1,29/9/2019,Sevilla,Sociedad,3,2,Sevilla,Sociedad,0,-1,1.85,3.5,4.5,-0.5,Sevilla,-1,2.04,1.89,0.21766521,0.292482666,0.489852124
SP2,29/9/2019,Malaga,Sp Gijon,0,0,Draw,Draw,1,1.87,2.3,2.87,3.5,-0.25,Sp Gijon,0,1.93,1.93,0.270615227,0.395309022,0.334075752
SP2,29/9/2019,Almeria,Cadiz,1,2,Cadiz,Almeria,0,-1,2.25,3,3.5,-0.25,Cadiz,-1,1.98,1.88,0.526589702,0.300195696,0.173214602
SP2,29/9/2019,Oviedo,Zaragoza,2,2,Draw,Zaragoza,0,-1,2.8,3,2.7,-0.25,Zaragoza,0,2,1.85,0.088900657,0.210279381,0.700819962
SP2,29/9/2019,La Coruna,Mirandes,1,1,Draw,La Coruna,0,-1,1.57,3.6,6.5,-1,Mirandes,0,2.05,1.75,0.444912743,0.250257195,0.304830062
SP2,29/9/2019,Lugo,Tenerife,1,4,Tenerife,Lugo,0,-1,2.62,3,2.87,0,Tenerife,-1,1.9,1.95,0.494206373,0.303493846,0.202299782
I1,29/9/2019,Napoli,Brescia,2,1,Napoli,Napoli,1,0.25,1.25,6,12,-2,Brescia,-1,2.03,1.9,0.453802163,0.245989517,0.30020832
I1,29/9/2019,Lazio,Genoa,4,0,Lazio,Lazio,1,0.44,1.44,4.75,7,-1.25,Lazio,0.7,1.7,2.1,0.472015421,0.301777728,0.226206851
I1,29/9/2019,Lecce,Roma,0,1,Roma,Roma,1,0.75,4.2,4,1.75,1,Draw,0,1.85,2.08,0.293132624,0.24389445,0.462972927
I1,29/9/2019,Udinese,Bologna,1,0,Udinese,Draw,0,-1,2.87,3.2,2.55,0.25,Udinese,-1,1.79,2.15,0.230314089,0.394566236,0.375119675
I1,29/9/2019,Cagliari,Verona,1,1,Draw,Cagliari,0,-1,2.05,3.3,3.75,-0.25,Verona,0,1.91,2.02,0.499060925,0.324932321,0.176006754
I1,29/9/2019,Milan,Fiorentina,1,3,Fiorentina,Fiorentina,1,2.3,2.25,3.2,3.3,-0.25,Fiorentina,0.81,2.13,1.81,0.29485849,0.297582811,0.407558698
I2,29/9/2019,Benevento,Virtus Entella,1,1,Draw,Benevento,0,-1,1.6,3.6,6,-1,Virtus Entella,0,2.05,1.8,0.440138138,0.36398054,0.195881322
I2,29/9/2019,Chievo,Pordenone,1,1,Draw,Chievo,0,-1,2.05,3.2,3.75,-0.5,Pordenone,0,1.98,1.88,0.374149433,0.267438598,0.358411969
I2,29/9/2019,Spezia,Trapani,2,4,Trapani,Spezia,0,-1,1.8,3.4,4.75,-0.75,Trapani,-1,2.02,1.77,0.451449327,0.354786593,0.19376408
I2,29/9/2019,Livorno,Salernitana,2,3,Salernitana,Salernitana,1,2.3,2.3,3.1,3.3,-0.25,Salernitana,1.05,1.8,2.05,0.235953174,0.323858426,0.4401884
F1,29/9/2019,Strasbourg,Montpellier,1,0,Strasbourg,Montpellier,0,-1,2.3,3.2,3.25,-0.25,Strasbourg,-0.5,1.98,1.95,0.191171385,0.34081049,0.468018126
F1,29/9/2019,Nimes,St Etienne,0,1,St Etienne,Nimes,0,-1,2.37,3.2,3.2,-0.25,St Etienne,-1,2.2,1.75,0.507919114,0.292673862,0.199407025
F1,29/9/2019,Marseille,Rennes,1,1,Draw,Draw,1,2.6,1.9,3.6,4,-0.5,Rennes,0,2,1.93,0.297254162,0.358401083,0.344344755
B1,29/9/2019,Anderlecht,Waasland-Beveren,0,0,Draw,Anderlecht,0,-1,1.36,4.75,6.5,-1.5,Waasland-Beveren,0,2.05,1.75,0.5721311,0.27365682,0.15421208
B1,29/9/2019,Standard,Charleroi,1,1,Draw,Standard,0,-1,1.57,4,4.75,-1,Charleroi,0,2.05,1.75,0.641699262,0.198952611,0.159348127
B1,29/9/2019,Oostende,Antwerp,1,1,Draw,Antwerp,0,-1,3.8,3.8,1.75,1,Oostende,0,1.85,2,0.194381377,0.193159986,0.612458637
N1,29/9/2019,Waalwijk,Vitesse,1,2,Vitesse,Vitesse,1,0.53,6,4.2,1.53,1,Draw,0,2.03,1.87,0.068613,0.116922123,0.814464878
N1,29/9/2019,Utrecht,Willem II,2,0,Utrecht,Utrecht,1,0.5,1.5,4.33,6,-1,Utrecht,1.08,2.08,1.82,0.418546361,0.249276348,0.332177291
N1,29/9/2019,Zwolle,PSV Eindhoven,0,4,PSV Eindhoven,PSV Eindhoven,1,0.4,6.5,5,1.4,1.5,PSV Eindhoven,0.95,1.95,1.95,0.075193405,0.128478051,0.796328544
N1,29/9/2019,AZ Alkmaar,Heracles,2,0,AZ Alkmaar,AZ Alkmaar,1,0.55,1.55,4.2,5.5,-1,AZ Alkmaar,0.88,1.88,2.02,0.645252367,0.224635036,0.130112597
N1,29/9/2019,Feyenoord,Twente,5,1,Feyenoord,Twente,0,-1,1.4,4.75,7,-1.5,Feyenoord,-1,1.99,1.91,0.319688366,0.21610164,0.464209994
P1,29/9/2019,Guimaraes,Pacos Ferreira,1,0,Guimaraes,Guimaraes,1,0.53,1.53,4.2,6,-0.75,Guimaraes,0.51,2.02,1.88,0.614463479,0.225113328,0.160423193
P1,29/9/2019,Santa Clara,Gil Vicente,1,0,Santa Clara,Draw,0,-1,2.1,3.25,3.6,-0.5,Santa Clara,-1,2.07,1.83,0.339341563,0.451426567,0.20923187
P1,29/9/2019,Portimonense,Sp Braga,0,1,Sp Braga,Portimonense,0,-1,3.4,3.3,2.15,0.5,Sp Braga,-1,1.91,1.99,0.442469227,0.267674829,0.289855944
P1,29/9/2019,Rio Ave,Porto,0,1,Porto,Porto,1,0.5,6.5,4,1.5,1,Draw,0,1.99,1.91,0.169274484,0.197730573,0.632994943
T1,29/9/2019,Konyaspor,Kayserispor,2,1,Konyaspor,Konyaspor,1,0.95,1.95,3.25,4,-0.5,Konyaspor,0.85,1.85,2,0.388745362,0.283277722,0.327976916
T1,29/9/2019,Ankaragucu,Genclerbirligi,2,1,Ankaragucu,Genclerbirligi,0,-1,3.6,3.25,2.1,0.75,Ankaragucu,-1,1.98,1.88,0.297606059,0.305376227,0.397017714
T1,29/9/2019,Antalyaspor,Yeni Malatyaspor,3,0,Antalyaspor,Yeni Malatyaspor,0,-1,2.37,3.2,3,-0.25,Antalyaspor,-1,1.75,2.05,0.14678879,0.195186057,0.658025153
T1,29/9/2019,Trabzonspor,Besiktas,4,1,Trabzonspor,Trabzonspor,1,1.2,2.2,3.8,2.9,-0.25,Trabzonspor,0.8,1.8,2.05,0.391460547,0.256856146,0.351683307
G1,29/9/2019,OFI Crete,Asteras Tripolis,3,1,OFI Crete,OFI Crete,1,1.15,2.15,3.3,3.4,-0.5,OFI Crete,0.77,1.77,2.1,0.436301118,0.269994026,0.293704856
G1,29/9/2019,Xanthi,Volos NFC,3,1,Xanthi,Volos NFC,0,-1,1.85,3.5,4.2,-0.25,Xanthi,-1,1.83,2.02,0.28183966,0.289695762,0.428464578
G1,29/9/2019,Panionios,Panathinaikos,0,1,Panathinaikos,Panionios,0,-1,3,3.1,2.45,0.25,Panathinaikos,-0.5,1.85,2,0.448144802,0.278440092,0.273415105
G1,29/9/2019,AEK,PAOK,2,2,Draw,AEK,0,-1,2.3,3.4,3,-0.25,PAOK,0,1.85,2,0.398948364,0.2558507,0.345200936
E0,30/9/2019,Man United,Arsenal,1,1,Draw,Man United,0,-1,2.37,3.5,2.9,-0.25,Arsenal,0,1.96,1.97,0.380608828,0.247693551,0.371697621
D2,30/9/2019,Hannover,Nurnberg,0,4,Nurnberg,Nurnberg,1,2.1,2.2,3.5,3.1,-0.25,Nurnberg,0.95,1.9,1.95,0.337677146,0.263652498,0.398670356
I1,30/9/2019,Parma,Torino,3,2,Parma,Parma,1,2.1,3.1,3.4,2.3,0.25,Parma,0.82,1.82,2.11,0.370826328,0.291496773,0.337676899
I2,30/9/2019,Cremonese,Ascoli,1,0,Cremonese,Ascoli,0,-1,2.25,3.25,3.2,-0.5,Cremonese,-1,2.02,1.83,0.142432561,0.207373244,0.650194195
F2,30/9/2019,Guingamp,Le Mans,3,0,Guingamp,Guingamp,1,0.72,1.72,3.5,5.25,-0.5,Guingamp,0.77,1.77,2.02,0.472370043,0.226203943,0.301426013
P1,30/9/2019,Aves,Sp Lisbon,0,1,Sp Lisbon,Sp Lisbon,1,0.55,6,3.75,1.55,1,Draw,0,1.94,1.96,0.194359643,0.186605072,0.619035286
T1,30/9/2019,Gaziantep,Goztep,1,1,Draw,Gaziantep,0,-1,2.3,3.2,3.2,-0.25,Goztep,0,2.05,1.75,0.395572466,0.335530779,0.268896756
E1,1/10/2019,Blackburn,Nott'm Forest,1,1,Draw,Nott'm Forest,0,-1,2.05,3.5,3.6,-0.5,Nott'm Forest,0,2.01,1.89,0.199117118,0.28281133,0.518071552
E1,1/10/2019,Hull,Sheffield Weds,1,0,Hull,Sheffield Weds,0,-1,2.7,3.5,2.5,0,Hull,-1,1.95,1.95,0.265536384,0.239377827,0.495085789
E1,1/10/2019,Leeds,West Brom,1,0,Leeds,West Brom,0,-1,1.75,3.8,4.33,-0.75,Leeds,-0.5,2.05,1.75,0.30460672,0.311315242,0.384078037
E1,1/10/2019,Middlesbrough,Preston,1,1,Draw,Preston,0,-1,2.62,3.2,2.75,0,Draw,0,1.9,2,0.128034779,0.192140672,0.679824549
E1,1/10/2019,Wigan,Birmingham,1,0,Wigan,Birmingham,0,-1,2.5,3.2,3,-0.25,Wigan,-0.5,2.13,1.78,0.241389785,0.302807961,0.455802254
E1,1/10/2019,Reading,Fulham,1,4,Fulham,Fulham,1,1,3.6,3.6,2,0.25,Fulham,0.79,2.11,1.79,0.19776404,0.278869263,0.523366697
E1,1/10/2019,Stoke,Huddersfield,0,1,Huddersfield,Stoke,0,-1,1.8,3.7,4.5,-0.75,Huddersfield,-1,2.04,1.86,0.447467706,0.235546467,0.316985827
EC,1/10/2019,Fylde,Barnet,0,4,Barnet,Fylde,0,-1,2,3.5,3.6,-0.25,Barnet,-1,1.77,2.02,0.38992512,0.253851873,0.356223006
EC,1/10/2019,Solihull,Wrexham,3,1,Solihull,Draw,0,-1,1.9,3.6,3.8,-0.5,Solihull,-1,2,1.8,0.305604771,0.350664077,0.343731151
SP2,1/10/2019,Albacete,Santander,0,0,Draw,Santander,0,-1,2.15,3,3.75,-0.25,Santander,0,2.1,1.77,0.254672919,0.319945722,0.425381358
SP2,1/10/2019,Extremadura UD,Elche,2,0,Extremadura UD,Elche,0,-1,2.45,3,3.1,-0.25,Extremadura UD,-1,2.05,1.8,0.240414449,0.370862788,0.388722763
SP2,1/10/2019,Numancia,Fuenlabrada,1,0,Numancia,Fuenlabrada,0,-1,2.2,3.1,3.5,-0.25,Numancia,-0.5,1.75,2.05,0.329233115,0.32630336,0.344463526
SP2,1/10/2019,Vallecano,Alcorcon,1,1,Draw,Vallecano,0,-1,1.57,3.75,6,-1,Alcorcon,0,2.05,1.8,0.501633005,0.23450599,0.263861005
E1,2/10/2019,Barnsley,Derby,2,2,Draw,Derby,0,-1,2.5,3.5,2.75,0.25,Barnsley,0,1.72,2.07,0.152363267,0.226369887,0.621266846
E1,2/10/2019,Brentford,Bristol City,1,1,Draw,Bristol City,0,-1,1.8,3.8,4,-0.75,Bristol City,0,1.85,2.05,0.255987668,0.302944743,0.441067589
E1,2/10/2019,Cardiff,QPR,3,0,Cardiff,Cardiff,1,1.1,2.1,3.5,3.4,-0.5,Cardiff,1.02,2.02,1.88,0.421535741,0.263132135,0.315332123
E1,2/10/2019,Charlton,Swansea,1,2,Swansea,Swansea,1,1.25,3.2,3.4,2.25,0.25,Swansea,0.425,2.05,1.85,0.226503128,0.369343234,0.404153638
E1,2/10/2019,Luton,Millwall,1,1,Draw,Luton,0,-1,2.5,3.4,2.8,0,Draw,0,1.86,2.04,0.437765047,0.272781337,0.289453616
SP2,2/10/2019,Cadiz,Huesca,1,0,Cadiz,Draw,0,-1,2.1,3.1,3.8,-0.25,Cadiz,-0.5,1.93,1.93,0.303885217,0.401049461,0.295065322
SP2,2/10/2019,Mirandes,Lugo,1,1,Draw,Lugo,0,-1,2.45,2.9,3.25,-0.5,Lugo,0,1.95,1.9,0.235366115,0.253130621,0.511503264
SP2,2/10/2019,Ponferradina,Las Palmas,0,2,Las Palmas,Ponferradina,0,-1,2.2,3.1,3.5,-0.25,Las Palmas,-1,2.02,1.83,0.463738782,0.280636753,0.255624465
SP2,2/10/2019,Tenerife,Oviedo,0,1,Oviedo,Tenerife,0,-1,1.9,3.1,4.5,-0.25,Oviedo,-1,1.85,2,0.511677064,0.238449407,0.249873529
SP2,3/10/2019,Sp Gijon,Almeria,4,2,Sp Gijon,Almeria,0,-1,2.2,3.2,3.4,-0.25,Sp Gijon,-1,1.85,2,0.159759092,0.308367913,0.531872995
SP2,3/10/2019,Zaragoza,Malaga,2,2,Draw,Zaragoza,0,-1,2.3,3.2,3.1,-0.5,Malaga,0,1.88,1.98,0.515595737,0.346748007,0.137656256
SP2,3/10/2019,Girona,La Coruna,3,1,Girona,Girona,1,1.1,2.1,3.3,3.5,-0.5,Girona,0.88,1.88,1.98,0.380487255,0.303586346,0.315926399
E1,4/10/2019,Birmingham,Middlesbrough,2,1,Birmingham,Middlesbrough,0,-1,2.5,3.1,3,0,Birmingham,-1,1.84,2.06,0.296498097,0.333760978,0.369740925
SC1,4/10/2019,Alloa,Dundee United,1,0,Alloa,Dundee United,0,-1,8,5.25,1.33,1.5,Alloa,-1,1.8,2,0.102497495,0.157157634,0.740344872
D1,4/10/2019,Hertha,Fortuna Dusseldorf,3,1,Hertha,Hertha,1,0.65,1.65,4,4.75,-0.75,Hertha,0.83,1.83,2.1,0.37931425,0.243084783,0.377600967
D2,4/10/2019,Darmstadt,Karlsruhe,1,1,Draw,Karlsruhe,0,-1,2.4,3.4,2.8,-0.25,Karlsruhe,0,1.93,1.93,0.287643601,0.282479361,0.429877038
D2,4/10/2019,Stuttgart,Wehen,1,2,Wehen,Stuttgart,0,-1,1.33,5.5,7.5,-1.5,Wehen,-1,2.05,1.75,0.763511404,0.154720275,0.081768321
SP1,4/10/2019,Betis,Eibar,1,1,Draw,Eibar,0,-1,2,3.6,3.7,-0.5,Eibar,0,1.99,1.94,0.28095561,0.237532911,0.481511479
SP2,4/10/2019,Alcorcon,Albacete,0,1,Albacete,Alcorcon,0,-1,1.95,3.2,4.2,-0.5,Albacete,-1,2,1.85,0.404410818,0.316364429,0.279224753
I2,4/10/2019,Perugia,Pisa,1,0,Perugia,Pisa,0,-1,1.95,3.3,4,-0.5,Perugia,-1,1.8,2.05,0.275115177,0.24454119,0.480343633
F1,4/10/2019,Amiens,Marseille,3,1,Amiens,Marseille,0,-1,3.2,3.25,2.3,0.25,Amiens,-1,1.9,2.03,0.313935104,0.284132733,0.401932163
F2,4/10/2019,Caen,Chateauroux,1,1,Draw,Draw,1,2,2.05,3,4.2,-0.25,Chateauroux,0,1.77,2.1,0.21137748,0.463088501,0.32553402
F2,4/10/2019,Guingamp,Rodez,4,1,Guingamp,Guingamp,1,1,2,3.1,4.2,-0.5,Guingamp,0.98,1.98,1.88,0.452591232,0.254839395,0.292569373
F2,4/10/2019,Le Mans,Chambly,1,0,Le Mans,Chambly,0,-1,2.7,2.87,2.9,0,Le Mans,-1,1.77,2.1,0.268831866,0.296889474,0.434278659
F2,4/10/2019,Lorient,Ajaccio,0,0,Draw,Lorient,0,-1,1.72,3.4,5.25,-0.75,Ajaccio,0,1.88,1.98,0.445859495,0.304815025,0.249325481
F2,4/10/2019,Nancy,Niort,2,1,Nancy,Nancy,1,0.85,1.85,3.1,5,-0.75,Nancy,0.45,1.9,1.95,0.384506662,0.285996956,0.329496382
F2,4/10/2019,Paris FC,Troyes,1,0,Paris FC,Troyes,0,-1,3.25,3,2.37,0.25,Paris FC,-1,1.83,2.02,0.107118621,0.227527786,0.665353593
F2,4/10/2019,Sochaux,Clermont,4,0,Sochaux,Sochaux,1,1.9,2.9,2.87,2.8,0,Sochaux,0.98,1.98,1.88,0.442733552,0.326752818,0.23051363
F2,4/10/2019,Valenciennes,Grenoble,0,2,Grenoble,Draw,0,-1,2.45,3.1,3,0,Grenoble,-1,1.95,1.9,0.328249837,0.362452083,0.30929808
B1,4/10/2019,Charleroi,Anderlecht,1,2,Anderlecht,Charleroi,0,-1,2.37,3.3,2.87,-0.25,Anderlecht,-1,2.07,1.72,0.438519137,0.321753224,0.239727639
N1,4/10/2019,Groningen,Waalwijk,3,0,Groningen,Groningen,1,0.36,1.36,5,7.5,-1.25,Groningen,0.92,1.92,1.98,0.655203253,0.211229021,0.133567726
T1,4/10/2019,Fenerbahce,Antalyaspor,0,1,Antalyaspor,Fenerbahce,0,-1,1.36,5.25,7,-1.25,Antalyaspor,-1,1.93,1.93,0.414922099,0.280583703,0.304494198
T1,4/10/2019,Yeni Malatyaspor,Denizlispor,5,1,Yeni Malatyaspor,Draw,0,-1,2.05,3.6,3.3,-0.5,Yeni Malatyaspor,-1,1.88,1.98,0.333736537,0.337320936,0.328942527
E0,5/10/2019,Brighton,Tottenham,3,0,Brighton,Tottenham,0,-1,3.9,3.6,1.9,0.75,Brighton,-1,1.98,1.95,0.118378718,0.230902997,0.650718284
E0,5/10/2019,Burnley,Everton,1,0,Burnley,Burnley,1,1.87,2.87,3.3,2.5,0.25,Burnley,0.86,1.86,2.07,0.569784166,0.243882767,0.186333068
E0,5/10/2019,Liverpool,Leicester,2,1,Liverpool,Liverpool,1,0.44,1.44,4.75,7,-1,Draw,0,2.03,1.9,0.442946148,0.283785615,0.273268236
E0,5/10/2019,Norwich,Aston Villa,1,5,Aston Villa,Aston Villa,1,1.8,2.37,3.6,2.8,-0.25,Aston Villa,0.81,2.13,1.81,0.21988438,0.22957296,0.550542661
E0,5/10/2019,Watford,Sheffield United,0,0,Draw,Sheffield United,0,-1,2.05,3.4,3.6,-0.25,Sheffield United,0,2.05,1.88,0.11393006,0.241612227,0.644457713
E0,5/10/2019,West Ham,Crystal Palace,1,2,Crystal Palace,West Ham,0,-1,1.95,3.6,3.8,-0.5,Crystal Palace,-1,2.02,1.91,0.411243082,0.348516823,0.240240095
E1,5/10/2019,Fulham,Charlton,2,2,Draw,Fulham,0,-1,1.36,4.75,8.5,-1.25,Charlton,0,1.99,1.91,0.523585327,0.267668098,0.208746575
E1,5/10/2019,Bristol City,Reading,1,0,Bristol City,Bristol City,1,1,2,3.5,3.75,-0.25,Bristol City,0.43,1.86,2.04,0.581732755,0.215757495,0.202509751
E1,5/10/2019,Derby,Luton,2,0,Derby,Derby,1,1.05,2.05,3.5,3.6,-0.5,Derby,0.99,1.99,1.91,0.452487021,0.224839885,0.322673093
E1,5/10/2019,Huddersfield,Hull,3,0,Huddersfield,Hull,0,-1,2.55,3.3,2.87,0,Huddersfield,-1,2.03,1.87,0.145710494,0.219936341,0.634353165
E1,5/10/2019,Millwall,Leeds,2,1,Millwall,Leeds,0,-1,5.25,3.8,1.66,0.5,Millwall,-1,2.05,1.85,0.111764202,0.323819692,0.564416106
E1,5/10/2019,Nott'm Forest,Brentford,1,0,Nott'm Forest,Nott'm Forest,1,1.87,2.87,3.3,2.5,0.25,Nott'm Forest,0.94,1.94,1.96,0.422597836,0.351500886,0.225901279
